		timesteps		t		Temperature		Kin		Pot		TotalE		MSD
		0		0		204.391		13.2098		-43.9281		-30.7183		0.00743876
		60		6e-14		146.337		9.45775		-40.1761		-30.7184		0.0414282
		120		1.2e-13		59.9612		3.87529		-34.5934		-30.7181		0.114292
		180		1.8e-13		82.6309		5.34043		-36.0587		-30.7183		0.148849
		240		2.4e-13		97.1367		6.27795		-36.9963		-30.7183		0.160279
		300		3e-13		91.6724		5.92478		-36.643		-30.7183		0.163403
		360		3.6e-13		100.444		6.49171		-37.21		-30.7183		0.155202
		420		4.2e-13		112.424		7.26598		-37.9843		-30.7183		0.142555
		480		4.8e-13		111.412		7.20055		-37.9188		-30.7183		0.135356
		540		5.4e-13		108.25		6.99617		-37.7144		-30.7183		0.13301
		600		6e-13		103.593		6.6952		-37.4135		-30.7183		0.132381
		660		6.6e-13		105.601		6.82502		-37.5433		-30.7183		0.129591
		720		7.2e-13		110.718		7.15568		-37.874		-30.7183		0.126098
		780		7.8e-13		108.918		7.03935		-37.7576		-30.7183		0.125863
		840		8.4e-13		108.299		6.99939		-37.7177		-30.7183		0.127945
		900		9e-13		104.889		6.77899		-37.4973		-30.7183		0.131477
		960		9.6e-13		103.367		6.68063		-37.3989		-30.7183		0.133604
		1020		1.02e-12		104.591		6.75969		-37.478		-30.7183		0.132803
		1080		1.08e-12		105.803		6.83802		-37.5563		-30.7183		0.129935
		1140		1.14e-12		108.577		7.01731		-37.7356		-30.7183		0.12681
		1200		1.2e-12		108.026		6.98173		-37.7		-30.7183		0.125961
		1260		1.26e-12		103.321		6.67763		-37.3959		-30.7183		0.126727
		1320		1.32e-12		105.154		6.79613		-37.5144		-30.7183		0.12521
		1380		1.38e-12		107.764		6.96479		-37.6831		-30.7183		0.12268
		1440		1.44e-12		107.402		6.94139		-37.6597		-30.7183		0.121255
		1500		1.5e-12		110.15		7.11901		-37.8373		-30.7183		0.120772
		1560		1.56e-12		108.937		7.04058		-37.7589		-30.7183		0.123355
		1620		1.62e-12		104.623		6.76179		-37.4801		-30.7183		0.127861
		1680		1.68e-12		102.637		6.63345		-37.3517		-30.7183		0.130814
		1740		1.74e-12		100.355		6.48592		-37.2042		-30.7183		0.130175
		1800		1.8e-12		108.398		7.00574		-37.724		-30.7183		0.1248
		1860		1.86e-12		109.523		7.07849		-37.7968		-30.7183		0.120914
		1920		1.92e-12		106.979		6.91407		-37.6323		-30.7183		0.11996
		1980		1.98e-12		106.178		6.86227		-37.5805		-30.7183		0.119612
		2040		2.04e-12		108.178		6.99155		-37.7098		-30.7183		0.118864
		2100		2.1e-12		109.773		7.09461		-37.8129		-30.7183		0.119468
		2160		2.16e-12		105.971		6.84893		-37.5672		-30.7183		0.122703
		2220		2.22e-12		104.124		6.72952		-37.4478		-30.7183		0.125692
		2280		2.28e-12		106.668		6.89394		-37.6122		-30.7183		0.127425
		2340		2.34e-12		102.695		6.6372		-37.3555		-30.7183		0.129422
		2400		2.4e-12		104.147		6.73103		-37.4493		-30.7183		0.128658
		2460		2.46e-12		107.204		6.9286		-37.6469		-30.7183		0.126023
		2520		2.52e-12		108.51		7.01298		-37.7313		-30.7183		0.124177
		2580		2.58e-12		108.527		7.01408		-37.7324		-30.7183		0.124173
		2640		2.64e-12		106.482		6.88196		-37.6002		-30.7183		0.125622
		2700		2.7e-12		106.526		6.88476		-37.603		-30.7183		0.126633
		2760		2.76e-12		106.73		6.89794		-37.6162		-30.7183		0.127429
		2820		2.82e-12		106.12		6.85854		-37.5768		-30.7183		0.128355
		2880		2.88e-12		105.694		6.83098		-37.5493		-30.7183		0.128849
		2940		2.94e-12		104.674		6.76505		-37.4833		-30.7183		0.128185
		3000		3e-12		106.45		6.87988		-37.5982		-30.7183		0.12564
		3060		3.06e-12		107.932		6.97563		-37.6939		-30.7183		0.122843
		3120		3.12e-12		108.377		7.00438		-37.7227		-30.7183		0.121007
		3180		3.18e-12		104.666		6.76456		-37.4828		-30.7183		0.120285
		3240		3.24e-12		106.248		6.86681		-37.5851		-30.7183		0.117833
		3300		3.3e-12		109.812		7.09713		-37.8154		-30.7183		0.11482
		3360		3.36e-12		108.812		7.03251		-37.7508		-30.7183		0.113948
		3420		3.42e-12		108.154		6.98999		-37.7083		-30.7183		0.114576
		3480		3.48e-12		105.192		6.79856		-37.5168		-30.7183		0.116044
		3540		3.54e-12		106.964		6.9131		-37.6314		-30.7183		0.116353
		3600		3.6e-12		108.093		6.98603		-37.7043		-30.7183		0.116786
		3660		3.66e-12		106.469		6.8811		-37.5994		-30.7183		0.118352
		3720		3.72e-12		107.515		6.94866		-37.6669		-30.7183		0.119951
		3780		3.78e-12		107.565		6.95189		-37.6702		-30.7183		0.122213
		3840		3.84e-12		109.824		7.09793		-37.8162		-30.7183		0.12539
		3900		3.9e-12		106.393		6.87616		-37.5944		-30.7183		0.130913
		3960		3.96e-12		100.753		6.51165		-37.2299		-30.7183		0.135959
		4020		4.02e-12		104.051		6.72479		-37.4431		-30.7183		0.13633
		4080		4.08e-12		105.336		6.80784		-37.5261		-30.7183		0.134332
		4140		4.14e-12		107.582		6.953		-37.6713		-30.7183		0.131509
		4200		4.2e-12		109.22		7.05889		-37.7772		-30.7183		0.129783
		4260		4.26e-12		109.795		7.09607		-37.8144		-30.7183		0.130851
		4320		4.32e-12		104.263		6.73849		-37.4568		-30.7183		0.134929
		4380		4.38e-12		103.24		6.67242		-37.3907		-30.7183		0.137392
		4440		4.44e-12		103.391		6.68215		-37.4004		-30.7183		0.137019
		4500		4.5e-12		107.403		6.94143		-37.6597		-30.7183		0.134995
		4560		4.56e-12		105.838		6.84032		-37.5586		-30.7183		0.134432
		4620		4.62e-12		104.366		6.74519		-37.4635		-30.7183		0.133808
		4680		4.68e-12		105.379		6.81061		-37.5289		-30.7183		0.131497
		4740		4.74e-12		106.66		6.89344		-37.6117		-30.7183		0.128414
		4800		4.8e-12		106.729		6.8979		-37.6162		-30.7183		0.125657
		4860		4.86e-12		107.759		6.96444		-37.6827		-30.7183		0.123782
		4920		4.92e-12		105.845		6.84075		-37.559		-30.7183		0.123028
		4980		4.98e-12		108.219		6.99421		-37.7125		-30.7183		0.121723
		5040		5.04e-12		107.867		6.97143		-37.6897		-30.7183		0.121702
		5100		5.1e-12		105.19		6.79844		-37.5167		-30.7183		0.12274
		5160		5.16e-12		105.891		6.84373		-37.562		-30.7183		0.122808
		5220		5.22e-12		108.524		7.01392		-37.7322		-30.7183		0.122604
		5280		5.28e-12		110.57		7.14614		-37.8644		-30.7183		0.1243
		5340		5.34e-12		102.476		6.62301		-37.3413		-30.7183		0.128968
		5400		5.4e-12		101.44		6.5561		-37.2744		-30.7183		0.130066
		5460		5.46e-12		107.942		6.97632		-37.6946		-30.7183		0.126467
		5520		5.52e-12		111.204		7.18711		-37.9054		-30.7183		0.123496
		5580		5.58e-12		109.725		7.09151		-37.8098		-30.7183		0.124223
		5640		5.64e-12		106.696		6.89578		-37.6141		-30.7183		0.127718
		5700		5.7e-12		105.182		6.79793		-37.5162		-30.7183		0.131047
		5760		5.76e-12		106.829		6.90436		-37.6226		-30.7183		0.133123
		5820		5.82e-12		103.063		6.66098		-37.3793		-30.7183		0.135199
		5880		5.88e-12		103.138		6.66584		-37.3841		-30.7183		0.134521
		5940		5.94e-12		105.919		6.84553		-37.5638		-30.7183		0.130927
		6000		6e-12		110.097		7.11555		-37.8338		-30.7183		0.12697
		6060		6.06e-12		108.802		7.03188		-37.7502		-30.7183		0.126137
		6120		6.12e-12		106.361		6.87411		-37.5924		-30.7183		0.12755
		6180		6.18e-12		106.797		6.90231		-37.6206		-30.7183		0.129087
		6240		6.24e-12		107.321		6.93616		-37.6544		-30.7183		0.131188
		6300		6.3e-12		104.87		6.77778		-37.4961		-30.7183		0.134322
		6360		6.36e-12		101.007		6.52805		-37.2463		-30.7183		0.136271
		6420		6.42e-12		105.106		6.79297		-37.5112		-30.7183		0.134046
		6480		6.48e-12		110.491		7.14105		-37.8593		-30.7183		0.130909
		6540		6.54e-12		109.103		7.05131		-37.7696		-30.7183		0.13109
		6600		6.6e-12		105.21		6.79974		-37.518		-30.7183		0.133489
		6660		6.66e-12		102.929		6.65233		-37.3706		-30.7183		0.134805
		6720		6.72e-12		105.903		6.84452		-37.5628		-30.7183		0.133595
		6780		6.78e-12		105.886		6.8434		-37.5617		-30.7183		0.13208
		6840		6.84e-12		105.043		6.7889		-37.5072		-30.7183		0.130262
		6900		6.9e-12		103.727		6.70385		-37.4221		-30.7183		0.127226
		6960		6.96e-12		105.226		6.80076		-37.519		-30.7183		0.121644
		7020		7.02e-12		113.682		7.34728		-38.0656		-30.7183		0.11458
		7080		7.08e-12		117.775		7.61177		-38.3301		-30.7183		0.113178
		7140		7.14e-12		109.215		7.05854		-37.7768		-30.7183		0.121112
		7200		7.2e-12		101.189		6.53983		-37.2581		-30.7183		0.131007
		7260		7.26e-12		102.298		6.61155		-37.3298		-30.7183		0.136185
		7320		7.32e-12		102.523		6.62608		-37.3444		-30.7183		0.13742
		7380		7.38e-12		103.475		6.68758		-37.4059		-30.7183		0.135187
		7440		7.44e-12		108.132		6.98855		-37.7068		-30.7183		0.13067
		7500		7.5e-12		110.694		7.15417		-37.8724		-30.7183		0.127659
		7560		7.56e-12		106.813		6.90333		-37.6216		-30.7183		0.128049
		7620		7.62e-12		104.397		6.74717		-37.4654		-30.7183		0.128697
		7680		7.68e-12		107.851		6.97038		-37.6887		-30.7183		0.128048
		7740		7.74e-12		105.267		6.80342		-37.5217		-30.7183		0.128929
		7800		7.8e-12		101.574		6.56473		-37.283		-30.7183		0.12869
		7860		7.86e-12		107.93		6.9755		-37.6938		-30.7183		0.123893
		7920		7.92e-12		110.081		7.11452		-37.8328		-30.7183		0.119001
		7980		7.98e-12		113.115		7.31063		-38.0289		-30.7183		0.116641
		8040		8.04e-12		110.419		7.13635		-37.8546		-30.7183		0.119477
		8100		8.1e-12		103.038		6.65932		-37.3776		-30.7183		0.125316
		8160		8.16e-12		101.411		6.55419		-37.2725		-30.7183		0.127787
		8220		8.22e-12		106.117		6.85831		-37.5766		-30.7183		0.125526
		8280		8.28e-12		108.153		6.98992		-37.7082		-30.7183		0.122779
		8340		8.34e-12		107.918		6.97473		-37.693		-30.7183		0.121563
		8400		8.4e-12		107.926		6.97528		-37.6936		-30.7183		0.121618
		8460		8.46e-12		106.374		6.87494		-37.5932		-30.7183		0.122826
		8520		8.52e-12		104.045		6.72443		-37.4427		-30.7183		0.123744
		8580		8.58e-12		106.137		6.85961		-37.5779		-30.7183		0.122479
		8640		8.64e-12		106.598		6.88942		-37.6077		-30.7183		0.120652
		8700		8.7e-12		106.938		6.91142		-37.6297		-30.7183		0.11909
		8760		8.76e-12		109.398		7.07041		-37.7887		-30.7183		0.118145
		8820		8.82e-12		110.69		7.15388		-37.8722		-30.7183		0.119797
		8880		8.88e-12		106.327		6.87193		-37.5902		-30.7183		0.124909
		8940		8.94e-12		107.09		6.9212		-37.6395		-30.7183		0.12999
		9000		9e-12		107.334		6.937		-37.6553		-30.7183		0.135315
		9060		9.06e-12		102.659		6.63482		-37.3531		-30.7183		0.141384
		9120		9.12e-12		101.124		6.53565		-37.2539		-30.7183		0.144384
		9180		9.18e-12		106.757		6.89968		-37.618		-30.7183		0.142976
		9240		9.24e-12		108.381		7.00468		-37.723		-30.7183		0.141409
		9300		9.3e-12		104.833		6.77536		-37.4936		-30.7183		0.140999
		9360		9.36e-12		109.244		7.06044		-37.7787		-30.7183		0.139645
		9420		9.42e-12		108.935		7.04045		-37.7587		-30.7183		0.140958
		9480		9.48e-12		104.593		6.75983		-37.4781		-30.7183		0.144662
		9540		9.54e-12		102.908		6.65095		-37.3692		-30.7183		0.146619
		9600		9.6e-12		101.059		6.53144		-37.2497		-30.7183		0.145069
		9660		9.66e-12		106.195		6.86339		-37.5817		-30.7183		0.139098
		9720		9.72e-12		109.587		7.08262		-37.8009		-30.7183		0.133009
		9780		9.78e-12		109.876		7.1013		-37.8196		-30.7183		0.129977
		9840		9.84e-12		110.454		7.13865		-37.8569		-30.7183		0.130398
		9900		9.9e-12		107.394		6.94088		-37.6591		-30.7183		0.13439
		9960		9.96e-12		102.437		6.62049		-37.3388		-30.7183		0.139137
		10020		1.002e-11		103.832		6.71067		-37.4289		-30.7183		0.140341
		10080		1.008e-11		107.693		6.96018		-37.6785		-30.7183		0.138881
		10140		1.014e-11		107.947		6.97661		-37.6949		-30.7183		0.138137
		10200		1.02e-11		108.64		7.02143		-37.7397		-30.7183		0.138594
		10260		1.026e-11		103.1		6.66336		-37.3816		-30.7183		0.140715
		10320		1.032e-11		100.232		6.478		-37.1963		-30.7183		0.139908
		10380		1.038e-11		109.003		7.04488		-37.7632		-30.7183		0.133996
		10440		1.044e-11		111.158		7.18412		-37.9024		-30.7183		0.130125
		10500		1.05e-11		106.853		6.9059		-37.6242		-30.7183		0.130039
		10560		1.056e-11		106.461		6.88057		-37.5988		-30.7183		0.130185
		10620		1.062e-11		106.181		6.86249		-37.5808		-30.7183		0.130125
		10680		1.068e-11		107.868		6.97151		-37.6898		-30.7183		0.129713
		10740		1.074e-11		106.305		6.87047		-37.5887		-30.7183		0.129987
		10800		1.08e-11		107.166		6.92611		-37.6444		-30.7183		0.129967
		10860		1.086e-11		110.024		7.11084		-37.8291		-30.7183		0.130303
		10920		1.092e-11		106.118		6.85843		-37.5767		-30.7183		0.132867
		10980		1.098e-11		104.285		6.73995		-37.4582		-30.7183		0.134534
		11040		1.104e-11		106.028		6.85259		-37.5709		-30.7183		0.133647
		11100		1.11e-11		110.954		7.17098		-37.8893		-30.7183		0.132359
		11160		1.116e-11		106.207		6.86419		-37.5825		-30.7183		0.134656
