		timesteps		t		Temperature		Kin		Pot		TotalE		MSD
		0		0		654.041		42.2706		-43.9281		-1.6575		0.00743876
		60		6e-14		430.036		27.7933		-29.4508		-1.65759		0.130226
		120		1.2e-13		285.517		18.4529		-20.1105		-1.65754		0.320972
		180		1.8e-13		319.653		20.6592		-22.3167		-1.65747		0.437703
		240		2.4e-13		316.464		20.453		-22.1105		-1.65745		0.521425
		300		3e-13		332.169		21.4681		-23.1256		-1.65749		0.57371
		360		3.6e-13		325.956		21.0665		-22.724		-1.65743		0.612656
		420		4.2e-13		316.864		20.4789		-22.1363		-1.65733		0.640635
		480		4.8e-13		339.981		21.9729		-23.6304		-1.65743		0.655336
		540		5.4e-13		338.939		21.9056		-23.563		-1.65744		0.67538
		600		6e-13		320.069		20.686		-22.3434		-1.65739		0.69646
		660		6.6e-13		323.095		20.8816		-22.539		-1.65742		0.701874
		720		7.2e-13		328.949		21.26		-22.9173		-1.65736		0.695427
		780		7.8e-13		332.247		21.4731		-23.1306		-1.65743		0.686621
		840		8.4e-13		326.183		21.0812		-22.7386		-1.65739		0.676553
		900		9e-13		334.141		21.5956		-23.253		-1.65742		0.660898
		960		9.6e-13		344.36		22.256		-23.9134		-1.65743		0.646587
		1020		1.02e-12		341.71		22.0847		-23.7422		-1.65747		0.642468
		1080		1.08e-12		337.186		21.7923		-23.4498		-1.65744		0.644931
		1140		1.14e-12		335.817		21.7038		-23.3612		-1.65738		0.651417
		1200		1.2e-12		327.663		21.1768		-22.8343		-1.65743		0.66227
		1260		1.26e-12		324.689		20.9847		-22.6421		-1.65743		0.668406
		1320		1.32e-12		326.949		21.1307		-22.7881		-1.65739		0.662201
		1380		1.38e-12		340.799		22.0258		-23.6833		-1.65744		0.646525
		1440		1.44e-12		344.173		22.2439		-23.9013		-1.65738		0.633771
		1500		1.5e-12		342.956		22.1652		-23.8226		-1.65742		0.628049
		1560		1.56e-12		338.459		21.8746		-23.532		-1.65744		0.628729
		1620		1.62e-12		339.665		21.9526		-23.61		-1.65745		0.630917
		1680		1.68e-12		336.49		21.7473		-23.4047		-1.65741		0.633921
		1740		1.74e-12		333.873		21.5782		-23.2356		-1.65739		0.634789
		1800		1.8e-12		341.372		22.0629		-23.7204		-1.65747		0.631563
		1860		1.86e-12		339.023		21.9111		-23.5685		-1.65746		0.625814
		1920		1.92e-12		345.16		22.3077		-23.9652		-1.6575		0.616696
		1980		1.98e-12		343.222		22.1824		-23.8398		-1.65741		0.61061
		2040		2.04e-12		341.696		22.0838		-23.7413		-1.65745		0.606351
		2100		2.1e-12		347.383		22.4514		-24.1089		-1.65747		0.604162
		2160		2.16e-12		354.979		22.9423		-24.5997		-1.65742		0.609251
		2220		2.22e-12		353.703		22.8598		-24.5173		-1.65744		0.623434
		2280		2.28e-12		341.583		22.0765		-23.734		-1.65745		0.642059
		2340		2.34e-12		337.53		21.8146		-23.472		-1.65746		0.655512
		2400		2.4e-12		335.835		21.705		-23.3624		-1.65737		0.663191
		2460		2.46e-12		336.067		21.72		-23.3774		-1.65745		0.672016
		2520		2.52e-12		347.806		22.4787		-24.1363		-1.65753		0.675771
		2580		2.58e-12		335.436		21.6793		-23.3367		-1.65742		0.680466
		2640		2.64e-12		339.533		21.944		-23.6015		-1.65747		0.684593
		2700		2.7e-12		356.475		23.039		-24.6965		-1.65747		0.689186
		2760		2.76e-12		339.824		21.9628		-23.6202		-1.65734		0.704798
