		timesteps		t		Temperature		Kin		Pot		TotalE		MSD
		0		0		19.754		1.2767		-43.9281		-42.6514		0.00743876
		60		6e-14		14.8775		0.961533		-43.613		-42.6515		0.00405974
		120		1.2e-13		6.20781		0.401211		-43.0526		-42.6514		0.0122564
		180		1.8e-13		4.05496		0.262072		-42.9135		-42.6514		0.0175569
		240		2.4e-13		7.79629		0.503874		-43.1553		-42.6514		0.0179963
		300		3e-13		10.1971		0.659041		-43.3105		-42.6515		0.0164541
		360		3.6e-13		9.97067		0.644404		-43.2959		-42.6514		0.0149963
		420		4.2e-13		10.1404		0.655375		-43.3068		-42.6514		0.013627
		480		4.8e-13		11.4418		0.739482		-43.3909		-42.6514		0.0125418
		540		5.4e-13		11.4571		0.740474		-43.3919		-42.6514		0.0127065
		600		6e-13		9.45213		0.610891		-43.2623		-42.6514		0.0140581
		660		6.6e-13		8.22314		0.531461		-43.1829		-42.6514		0.0149987
		720		7.2e-13		9.56786		0.61837		-43.2698		-42.6514		0.0145691
		780		7.8e-13		11.0257		0.712588		-43.364		-42.6514		0.0138089
		840		8.4e-13		10.2785		0.664301		-43.3157		-42.6514		0.0138641
		900		9e-13		8.97146		0.579826		-43.2313		-42.6514		0.0141923
		960		9.6e-13		9.28758		0.600256		-43.2517		-42.6514		0.0137918
		1020		1.02e-12		10.3914		0.671598		-43.323		-42.6514		0.0128823
		1080		1.08e-12		10.438		0.674609		-43.3261		-42.6514		0.0122978
		1140		1.14e-12		9.77956		0.632053		-43.2835		-42.6514		0.0120951
		1200		1.2e-12		9.79638		0.63314		-43.2846		-42.6514		0.0117915
		1260		1.26e-12		10.4773		0.677145		-43.3286		-42.6514		0.0113984
		1320		1.32e-12		10.6661		0.68935		-43.3408		-42.6514		0.0114305
		1380		1.38e-12		9.90067		0.63988		-43.2913		-42.6514		0.0120343
		1440		1.44e-12		9.33629		0.603404		-43.2548		-42.6514		0.0126277
		1500		1.5e-12		9.89973		0.63982		-43.2913		-42.6514		0.0127772
		1560		1.56e-12		10.6021		0.685213		-43.3367		-42.6514		0.0129106
		1620		1.62e-12		10.3541		0.669187		-43.3206		-42.6514		0.0135719
		1680		1.68e-12		9.49991		0.613979		-43.2654		-42.6514		0.0145593
		1740		1.74e-12		9.12639		0.589839		-43.2413		-42.6514		0.0151788
		1800		1.8e-12		9.37208		0.605718		-43.2572		-42.6514		0.0151009
		1860		1.86e-12		9.55006		0.61722		-43.2687		-42.6514		0.0145018
		1920		1.92e-12		10.0318		0.648358		-43.2998		-42.6514		0.0135688
		1980		1.98e-12		11.0567		0.714594		-43.366		-42.6514		0.0127502
		2040		2.04e-12		11.313		0.731161		-43.3826		-42.6514		0.0128767
		2100		2.1e-12		10.047		0.649334		-43.3008		-42.6514		0.0141185
		2160		2.16e-12		8.58922		0.555121		-43.2066		-42.6514		0.0154115
		2220		2.22e-12		8.40437		0.543174		-43.1946		-42.6514		0.0155374
		2280		2.28e-12		9.35867		0.604851		-43.2563		-42.6514		0.0143231
		2340		2.34e-12		10.4029		0.672338		-43.3238		-42.6514		0.0125585
		2400		2.4e-12		10.778		0.696583		-43.348		-42.6514		0.0111363
		2460		2.46e-12		10.7641		0.695685		-43.3471		-42.6514		0.0104207
		2520		2.52e-12		10.8117		0.698762		-43.3502		-42.6514		0.0104327
		2580		2.58e-12		10.5789		0.683717		-43.3352		-42.6514		0.0111917
		2640		2.64e-12		9.78374		0.632323		-43.2838		-42.6514		0.0124665
		2700		2.7e-12		9.07697		0.586644		-43.2381		-42.6514		0.0135913
		2760		2.76e-12		9.10921		0.588728		-43.2402		-42.6514		0.0139883
		2820		2.82e-12		9.85436		0.636887		-43.2883		-42.6514		0.0136905
		2880		2.88e-12		10.539		0.681132		-43.3326		-42.6514		0.0133081
		2940		2.94e-12		10.4493		0.675338		-43.3268		-42.6514		0.013404
		3000		3e-12		9.91465		0.640784		-43.2922		-42.6514		0.01393
		3060		3.06e-12		9.66151		0.624424		-43.2759		-42.6514		0.0144669
		3120		3.12e-12		9.62299		0.621934		-43.2734		-42.6514		0.014781
		3180		3.18e-12		9.46189		0.611522		-43.263		-42.6514		0.0148036
		3240		3.24e-12		9.62273		0.621917		-43.2734		-42.6514		0.0144161
		3300		3.3e-12		10.2867		0.664831		-43.3163		-42.6514		0.013776
		3360		3.36e-12		10.5247		0.680209		-43.3317		-42.6514		0.0134103
		3420		3.42e-12		9.94538		0.64277		-43.2942		-42.6514		0.0134954
		3480		3.48e-12		9.53027		0.615941		-43.2674		-42.6514		0.0135804
		3540		3.54e-12		9.91991		0.641124		-43.2926		-42.6514		0.0133517
		3600		3.6e-12		10.516		0.679649		-43.3311		-42.6514		0.0131263
		3660		3.66e-12		10.3194		0.666943		-43.3184		-42.6514		0.0133633
		3720		3.72e-12		9.37116		0.605658		-43.2571		-42.6514		0.0138866
		3780		3.78e-12		8.9693		0.579686		-43.2311		-42.6514		0.0139446
		3840		3.84e-12		9.79785		0.633235		-43.2847		-42.6514		0.0132302
		3900		3.9e-12		10.6926		0.69106		-43.3425		-42.6514		0.0123974
		3960		3.96e-12		10.6164		0.686135		-43.3376		-42.6514		0.0121697
		4020		4.02e-12		10.0659		0.650562		-43.302		-42.6514		0.0125171
		4080		4.08e-12		9.82722		0.635133		-43.2866		-42.6514		0.0130044
		4140		4.14e-12		9.83154		0.635412		-43.2869		-42.6514		0.0134065
		4200		4.2e-12		9.60679		0.620887		-43.2723		-42.6514		0.0136869
		4260		4.26e-12		9.42508		0.609143		-43.2606		-42.6514		0.0136626
		4320		4.32e-12		9.94004		0.642425		-43.2939		-42.6514		0.0132219
		4380		4.38e-12		10.521		0.679973		-43.3314		-42.6514		0.0127859
		4440		4.44e-12		10.3209		0.667037		-43.3185		-42.6514		0.0128119
		4500		4.5e-12		9.90658		0.640262		-43.2917		-42.6514		0.0131601
		4560		4.56e-12		9.88193		0.638669		-43.2901		-42.6514		0.0135175
		4620		4.62e-12		9.85752		0.637091		-43.2885		-42.6514		0.0138399
		4680		4.68e-12		9.60792		0.62096		-43.2724		-42.6514		0.014061
		4740		4.74e-12		9.51064		0.614673		-43.2661		-42.6514		0.0139563
		4800		4.8e-12		9.90586		0.640216		-43.2917		-42.6514		0.013474
		4860		4.86e-12		10.5507		0.681892		-43.3333		-42.6514		0.0129794
		4920		4.92e-12		10.5996		0.685051		-43.3365		-42.6514		0.0129977
		4980		4.98e-12		9.88554		0.638902		-43.2903		-42.6514		0.0135487
		5040		5.04e-12		9.41672		0.608603		-43.26		-42.6514		0.0140584
		5100		5.1e-12		9.69949		0.626878		-43.2783		-42.6514		0.01415
		5160		5.16e-12		10.0015		0.646397		-43.2978		-42.6514		0.0140316
		5220		5.22e-12		9.73702		0.629303		-43.2808		-42.6514		0.0139331
		5280		5.28e-12		9.48671		0.613126		-43.2646		-42.6514		0.0136516
		5340		5.34e-12		9.75314		0.630345		-43.2818		-42.6514		0.0129898
		5400		5.4e-12		10.0417		0.648996		-43.3004		-42.6514		0.0121517
		5460		5.46e-12		10.129		0.654639		-43.3061		-42.6514		0.0113874
		5520		5.52e-12		10.3722		0.670353		-43.3218		-42.6514		0.0108097
		5580		5.58e-12		10.7892		0.697304		-43.3488		-42.6514		0.0106413
		5640		5.64e-12		10.7654		0.695766		-43.3472		-42.6514		0.0112022
		5700		5.7e-12		9.82754		0.635154		-43.2866		-42.6514		0.0124295
		5760		5.76e-12		8.8435		0.571555		-43.223		-42.6514		0.0135423
		5820		5.82e-12		9.24225		0.597326		-43.2488		-42.6514		0.0137483
		5880		5.88e-12		10.6055		0.685435		-43.3369		-42.6514		0.0133671
		5940		5.94e-12		10.9897		0.710264		-43.3617		-42.6514		0.0134944
		6000		6e-12		9.88949		0.639158		-43.2906		-42.6514		0.0144571
		6060		6.06e-12		8.97042		0.579758		-43.2312		-42.6514		0.0153871
		6120		6.12e-12		9.39864		0.607434		-43.2589		-42.6514		0.0155288
		6180		6.18e-12		9.96318		0.64392		-43.2954		-42.6514		0.0151759
		6240		6.24e-12		9.63677		0.622824		-43.2743		-42.6514		0.0147607
		6300		6.3e-12		9.39077		0.606926		-43.2584		-42.6514		0.014054
		6360		6.36e-12		10.0502		0.649543		-43.301		-42.6514		0.0129013
		6420		6.42e-12		10.8469		0.701036		-43.3525		-42.6514		0.0118538
		6480		6.48e-12		10.8069		0.698452		-43.3499		-42.6514		0.0115601
		6540		6.54e-12		10.1961		0.658974		-43.3104		-42.6514		0.0120024
		6600		6.6e-12		9.67923		0.625568		-43.277		-42.6514		0.0126857
		6660		6.66e-12		9.37061		0.605622		-43.2571		-42.6514		0.0131571
		6720		6.72e-12		9.40635		0.607932		-43.2594		-42.6514		0.0131372
		6780		6.78e-12		9.769		0.631371		-43.2828		-42.6514		0.0126509
		6840		6.84e-12		10.1175		0.653894		-43.3053		-42.6514		0.0120041
		6900		6.9e-12		10.3964		0.671917		-43.3234		-42.6514		0.0115011
		6960		6.96e-12		10.5915		0.684528		-43.336		-42.6514		0.0113867
		7020		7.02e-12		10.4279		0.673957		-43.3254		-42.6514		0.0118276
		7080		7.08e-12		10.0235		0.647819		-43.2993		-42.6514		0.0126925
		7140		7.14e-12		9.86737		0.637728		-43.2892		-42.6514		0.0136432
		7200		7.2e-12		9.77282		0.631617		-43.2831		-42.6514		0.0145236
