		timesteps		t		Temperature		Kin		Pot		TotalE		MSD
		0		0		625.364		40.4172		-43.9281		-3.5109		0.00743876
		60		6e-14		402.71		26.0271		-29.538		-3.51084		0.12369
		120		1.2e-13		271.064		17.5189		-21.0298		-3.51089		0.299347
		180		1.8e-13		307.578		19.8788		-23.3896		-3.51082		0.401972
		240		2.4e-13		307.036		19.8438		-23.3546		-3.5108		0.474187
		300		3e-13		321.235		20.7614		-24.2723		-3.51092		0.521026
		360		3.6e-13		309.679		20.0145		-23.5253		-3.51076		0.552824
		420		4.2e-13		324.176		20.9515		-24.4624		-3.51084		0.566922
		480		4.8e-13		320.117		20.6892		-24.2		-3.51084		0.579171
		540		5.4e-13		312.926		20.2244		-23.7352		-3.5108		0.587428
		600		6e-13		325.242		21.0204		-24.5312		-3.51085		0.584449
		660		6.6e-13		327.343		21.1562		-24.667		-3.51079		0.577637
		720		7.2e-13		330.745		21.3761		-24.8868		-3.51075		0.569228
		780		7.8e-13		331.942		21.4534		-24.9642		-3.5108		0.563465
		840		8.4e-13		324.387		20.9652		-24.4759		-3.51079		0.562252
		900		9e-13		321.68		20.7902		-24.301		-3.51076		0.559869
		960		9.6e-13		327.589		21.1721		-24.6828		-3.51074		0.552092
		1020		1.02e-12		338.354		21.8678		-25.3786		-3.51081		0.546428
		1080		1.08e-12		330.987		21.3917		-24.9025		-3.51086		0.551956
		1140		1.14e-12		320.968		20.7441		-24.2549		-3.51079		0.560099
		1200		1.2e-12		317.408		20.5141		-24.0249		-3.5108		0.562108
		1260		1.26e-12		327.515		21.1673		-24.6781		-3.51086		0.55446
		1320		1.32e-12		331.354		21.4154		-24.9262		-3.51081		0.545537
		1380		1.38e-12		326.742		21.1173		-24.6281		-3.51074		0.53921
		1440		1.44e-12		343.955		22.2298		-25.7407		-3.51086		0.531357
		1500		1.5e-12		330.09		21.3337		-24.8445		-3.51077		0.53385
		1560		1.56e-12		322.701		20.8561		-24.3669		-3.51079		0.542238
		1620		1.62e-12		327.82		21.187		-24.6978		-3.51079		0.548095
		1680		1.68e-12		327.92		21.1934		-24.7042		-3.51081		0.55546
		1740		1.74e-12		317.266		20.5049		-24.0156		-3.51074		0.563475
		1800		1.8e-12		329.3		21.2827		-24.7935		-3.51084		0.562417
		1860		1.86e-12		328.838		21.2528		-24.7636		-3.5108		0.56067
		1920		1.92e-12		335.429		21.6788		-25.1896		-3.51082		0.559852
		1980		1.98e-12		316.146		20.4325		-23.9433		-3.51072		0.565693
		2040		2.04e-12		324.575		20.9772		-24.4881		-3.51085		0.565726
		2100		2.1e-12		322.893		20.8686		-24.3794		-3.51075		0.561524
		2160		2.16e-12		324.496		20.9722		-24.483		-3.51082		0.554026
		2220		2.22e-12		334.661		21.6291		-25.1399		-3.51082		0.542848
		2280		2.28e-12		330.902		21.3862		-24.897		-3.51082		0.538695
		2340		2.34e-12		321.048		20.7493		-24.2601		-3.51081		0.536419
		2400		2.4e-12		327.276		21.1518		-24.6626		-3.5108		0.526902
		2460		2.46e-12		328.881		21.2556		-24.7664		-3.51085		0.517396
		2520		2.52e-12		322.897		20.8688		-24.3796		-3.5108		0.508259
		2580		2.58e-12		334.497		21.6186		-25.1294		-3.51082		0.495812
		2640		2.64e-12		337.292		21.7992		-25.31		-3.51079		0.489947
		2700		2.7e-12		332.606		21.4963		-25.0072		-3.51081		0.492034
		2760		2.76e-12		324.902		20.9984		-24.5093		-3.51083		0.49659
		2820		2.82e-12		321.447		20.7751		-24.2859		-3.51076		0.494763
		2880		2.88e-12		331.97		21.4552		-24.9661		-3.51087		0.487635
		2940		2.94e-12		319.658		20.6595		-24.1703		-3.51078		0.479579
		3000		3e-12		333.347		21.5442		-25.055		-3.51082		0.460906
		3060		3.06e-12		350.008		22.621		-26.1319		-3.51087		0.444141
		3120		3.12e-12		341.603		22.0778		-25.5886		-3.51086		0.442001
		3180		3.18e-12		329.805		21.3153		-24.8261		-3.51079		0.446956
		3240		3.24e-12		338.391		21.8702		-25.3811		-3.51084		0.451131
		3300		3.3e-12		326.898		21.1274		-24.6382		-3.51079		0.459253
		3360		3.36e-12		338.314		21.8653		-25.3761		-3.51086		0.46129
		3420		3.42e-12		335.648		21.693		-25.2038		-3.51081		0.463185
		3480		3.48e-12		334.734		21.6339		-25.1448		-3.51088		0.467285
		3540		3.54e-12		328.632		21.2395		-24.7503		-3.51082		0.470829
