		timesteps		t		Temperature		Kin		Pot		TotalE		MSD
		0		0		6.59431		4945.73		-4257.43		688.302		1.39064e-312
		50		0.498883		4.91706		3687.8		-2999.56		688.235		0.113327
		100		0.997765		2.9286		2196.45		-1508.13		688.315		0.31012
		150		1.49665		3.26126		2445.95		-1757.66		688.291		0.44573
		200		1.99553		3.21133		2408.5		-1720.2		688.299		0.550163
		250		2.49441		3.31308		2484.81		-1796.51		688.3		0.628734
		300		2.9933		3.48679		2615.09		-1926.8		688.288		0.696196
		350		3.49218		3.25028		2437.71		-1749.4		688.31		0.767507
		400		3.99106		3.32135		2491.01		-1802.73		688.287		0.829752
		450		4.48994		3.22858		2421.43		-1733.13		688.306		0.885387
		500		4.98883		3.21928		2414.46		-1726.16		688.307		0.928788
		550		5.48771		3.30396		2477.97		-1789.67		688.294		0.959298
		600		5.98659		3.28571		2464.28		-1775.98		688.309		0.985465
		650		6.48547		3.27135		2453.52		-1765.2		688.311		1.00856
		700		6.98436		3.33034		2497.76		-1809.45		688.305		1.0276
		750		7.48324		3.38304		2537.28		-1848.97		688.303		1.04674
		800		7.98212		3.32187		2491.4		-1803.11		688.298		1.07026
		850		8.48101		3.31498		2486.24		-1797.92		688.318		1.0923
		900		8.97989		3.57302		2679.76		-1991.47		688.296		1.11684
		950		9.47877		3.33493		2501.2		-1812.9		688.306		1.16078
		1000		9.97765		3.31878		2489.08		-1800.78		688.302		1.20956
		1050		10.4765		3.36958		2527.19		-1838.88		688.31		1.259
		1100		10.9754		3.41227		2559.2		-1870.9		688.298		1.31004
		1150		11.4743		3.31107		2483.3		-1795		688.303		1.36123
		1200		11.9732		3.14502		2358.77		-1670.46		688.311		1.4112
		1250		12.4721		3.28017		2460.13		-1771.83		688.299		1.4592
		1300		12.9709		3.26032		2445.24		-1756.94		688.306		1.51384
		1350		13.4698		3.26797		2450.97		-1762.67		688.299		1.56865
		1400		13.9687		3.21792		2413.44		-1725.13		688.308		1.62351
		1450		14.4676		3.26098		2445.73		-1757.43		688.305		1.68684
		1500		14.9665		3.25923		2444.42		-1756.12		688.306		1.75828
		1550		15.4654		3.11051		2332.88		-1644.58		688.303		1.84395
		1600		15.9642		3.17076		2378.07		-1689.77		688.304		1.93373
		1650		16.4631		3.14831		2361.23		-1672.93		688.306		2.02432
		1700		16.962		3.19004		2392.53		-1704.23		688.299		2.10518
		1750		17.4609		3.25865		2443.99		-1755.68		688.304		2.17913
		1800		17.9598		3.16862		2376.46		-1688.15		688.312		2.25842
		1850		18.4587		3.25641		2442.31		-1754.02		688.287		2.33636
		1900		18.9575		3.13086		2348.14		-1659.83		688.308		2.40768
		1950		19.4564		3.22402		2418.01		-1729.72		688.297		2.46771
		2000		19.9553		3.16924		2376.93		-1688.63		688.304		2.53081
		2050		20.4542		3.25432		2440.74		-1752.44		688.304		2.59968
		2100		20.9531		3.30984		2482.38		-1794.08		688.297		2.6813
		2150		21.452		3.20222		2401.67		-1713.35		688.311		2.78244
		2200		21.9508		3.1632		2372.4		-1684.1		688.3		2.89291
		2250		22.4497		2.92334		2192.51		-1504.2		688.312		2.99335
		2300		22.9486		3.1356		2351.7		-1663.41		688.289		3.0644
		2350		23.4475		3.2218		2416.35		-1728.06		688.287		3.14366
		2400		23.9464		3.06476		2298.57		-1610.27		688.302		3.24337
		2450		24.4453		3.13394		2350.45		-1662.14		688.311		3.34929
		2500		24.9441		3.2215		2416.12		-1727.82		688.299		3.46627
		2550		25.443		3.03956		2279.67		-1591.35		688.315		3.60532
		2600		25.9419		3.17823		2383.68		-1695.38		688.292		3.74832
		2650		26.4408		3.04429		2283.22		-1594.91		688.307		3.88877
		2700		26.9397		2.99118		2243.38		-1555.07		688.31		4.03463
		2750		27.4385		3.16166		2371.25		-1682.95		688.298		4.189
		2800		27.9374		3.07619		2307.15		-1618.84		688.31		4.34162
		2850		28.4363		3.13542		2351.56		-1663.26		688.301		4.47193
		2900		28.9352		3.18766		2390.74		-1702.44		688.3		4.59249
		2950		29.4341		3.13035		2347.77		-1659.46		688.31		4.72941
		3000		29.933		3.05216		2289.12		-1600.8		688.316		4.87866
		3050		30.4318		3.10859		2331.44		-1643.14		688.298		5.01458
		3100		30.9307		2.99365		2245.24		-1556.92		688.311		5.12161
		3150		31.4296		3.05532		2291.49		-1603.18		688.303		5.20789
		3200		31.9285		3.03948		2279.61		-1591.3		688.315		5.31282
		3250		32.4274		3.20447		2403.35		-1715.05		688.3		5.44012
		3300		32.9263		3.23935		2429.51		-1741.21		688.298		5.60452
		3350		33.4251		3.04769		2285.76		-1597.45		688.315		5.79749
		3400		33.924		3.12732		2345.49		-1657.18		688.305		5.98608
		3450		34.4229		3.1475		2360.62		-1672.33		688.296		6.16209
		3500		34.9218		3.0664		2299.8		-1611.49		688.309		6.31873
		3550		35.4207		3.10676		2330.07		-1641.76		688.305		6.45302
		3600		35.9196		3.07371		2305.29		-1616.98		688.304		6.55556
		3650		36.4184		3.06194		2296.45		-1608.15		688.306		6.63024
		3700		36.9173		3.07676		2307.57		-1619.27		688.304		6.70123
		3750		37.4162		3.03066		2273		-1584.69		688.309		6.77753
		3800		37.9151		3.03954		2279.65		-1591.35		688.306		6.86639
		3850		38.414		3.06505		2298.79		-1610.49		688.3		6.95553
		3900		38.9128		3.04233		2281.75		-1593.45		688.296		7.03845
		3950		39.4117		3.06107		2295.81		-1607.5		688.303		7.12735
		4000		39.9106		3.04417		2283.13		-1594.83		688.298		7.23683
		4050		40.4095		3.04029		2280.21		-1591.91		688.301		7.3518
		4100		40.9084		3.17759		2383.19		-1694.88		688.312		7.45424
		4150		41.4073		3.20736		2405.52		-1717.22		688.302		7.5404
		4200		41.9061		3.19076		2393.07		-1704.77		688.298		7.59492
		4250		42.405		3.08168		2311.26		-1622.95		688.313		7.64834
		4300		42.9039		3.17335		2380.01		-1691.72		688.295		7.73487
		4350		43.4028		3.06998		2302.48		-1614.17		688.313		7.84325
		4400		43.9017		3.05486		2291.15		-1602.84		688.309		7.94912
		4450		44.4006		3.08688		2315.16		-1626.85		688.314		8.07536
		4500		44.8994		3.18963		2392.22		-1703.93		688.297		8.23355
		4550		45.3983		3.02423		2268.17		-1579.86		688.309		8.42369
		4600		45.8972		3.07242		2304.31		-1616.01		688.306		8.6086
		4650		46.3961		3.12418		2343.13		-1654.83		688.306		8.78985
		4700		46.895		2.97969		2234.76		-1546.44		688.32		8.96584
		4750		47.3939		3.07482		2306.11		-1617.81		688.303		9.10372
		4800		47.8927		3.12371		2342.78		-1654.48		688.303		9.22978
		4850		48.3916		3.19844		2398.83		-1710.52		688.308		9.37004
		4900		48.8905		3.10089		2325.67		-1637.36		688.308		9.51677
		4950		49.3894		3.03445		2275.84		-1587.53		688.308		9.65175
		5000		49.8883		3.07514		2306.36		-1618.06		688.3		9.78991
		5050		50.3872		3.03545		2276.59		-1588.27		688.312		9.9195
		5100		50.886		3.08501		2313.76		-1625.45		688.308		10.0295
		5150		51.3849		3.13726		2352.94		-1664.63		688.312		10.1261
		5200		51.8838		3.32519		2493.89		-1805.59		688.3		10.2253
		5250		52.3827		3.15105		2363.28		-1674.97		688.314		10.3505
		5300		52.8816		3.11839		2338.8		-1650.49		688.31		10.506
		5350		53.3804		3.15621		2367.16		-1678.86		688.304		10.6701
		5400		53.8793		3.29011		2467.58		-1779.29		688.294		10.8089
		5450		54.3782		3.19777		2398.33		-1710.02		688.305		10.9379
		5500		54.8771		3.10983		2332.37		-1644.07		688.301		11.0634
		5550		55.376		3.05037		2287.78		-1599.46		688.31		11.1875
		5600		55.8749		3.16036		2370.27		-1681.97		688.301		11.3138
		5650		56.3737		3.10968		2332.26		-1643.96		688.304		11.4597
		5700		56.8726		3.05035		2287.77		-1599.46		688.305		11.6077
		5750		57.3715		3.00062		2250.47		-1562.16		688.31		11.74
		5800		57.8704		3.04798		2285.98		-1597.69		688.297		11.8595
		5850		58.3693		3.05205		2289.03		-1600.72		688.313		11.9548
		5900		58.8682		3.18696		2390.22		-1701.92		688.306		12.0089
		5950		59.367		3.05694		2292.71		-1604.4		688.309		12.0576
		6000		59.8659		3.03024		2272.68		-1584.37		688.305		12.1199
		6050		60.3648		3.04598		2284.48		-1596.17		688.31		12.211
		6100		60.8637		2.94739		2210.55		-1522.23		688.312		12.3226
		6150		61.3626		3.13429		2350.72		-1662.42		688.299		12.4146
		6200		61.8615		3.17288		2379.66		-1691.35		688.306		12.5222
		6250		62.3603		3.10247		2326.85		-1638.55		688.302		12.6871
		6300		62.8592		3.06822		2301.17		-1612.87		688.3		12.8647
		6350		63.3581		3.1115		2333.62		-1645.32		688.299		12.9916
		6400		63.857		3.03692		2277.69		-1589.37		688.318		13.106
		6450		64.3559		3.09392		2320.44		-1632.14		688.305		13.2636
		6500		64.8547		3.10687		2330.15		-1641.84		688.309		13.4732
		6550		65.3536		3.13986		2354.89		-1666.59		688.305		13.726
		6600		65.8525		3.087		2315.25		-1626.95		688.306		13.9682
		6650		66.3514		2.95826		2218.7		-1530.39		688.307		14.1676
