		timesteps		t		Temperature		Kin		Pot		TotalE		MSD
		0		0		5.31056		3982.92		-4257.43		-274.51		1.39064e-312
		50		0.498883		4.04209		3031.56		-3306.11		-274.548		0.0916135
		100		0.997765		2.2267		1670.03		-1944.5		-274.474		0.260624
		150		1.49665		2.4824		1861.8		-2136.31		-274.511		0.376518
		200		1.99553		2.56357		1922.67		-2197.18		-274.506		0.45829
		250		2.49441		2.60232		1951.74		-2226.24		-274.506		0.521224
		300		2.9933		2.63567		1976.76		-2251.26		-274.505		0.571564
		350		3.49218		2.66315		1997.36		-2271.86		-274.499		0.61397
		400		3.99106		2.70331		2027.48		-2301.99		-274.507		0.653286
		450		4.48994		2.548		1911		-2185.5		-274.498		0.690532
		500		4.98883		2.59733		1948		-2222.5		-274.499		0.711129
		550		5.48771		2.80623		2104.67		-2379.19		-274.514		0.718306
		600		5.98659		2.70189		2026.42		-2300.92		-274.495		0.728668
		650		6.48547		2.74245		2056.84		-2331.34		-274.5		0.738739
		700		6.98436		2.82378		2117.84		-2392.34		-274.501		0.753022
		750		7.48324		2.74598		2059.49		-2333.98		-274.499		0.777878
		800		7.98212		2.60282		1952.12		-2226.61		-274.496		0.807582
		850		8.48101		2.60907		1956.8		-2231.31		-274.504		0.831915
		900		8.97989		2.58175		1936.31		-2210.81		-274.499		0.851211
		950		9.47877		2.60457		1953.43		-2227.93		-274.503		0.864682
		1000		9.97765		2.56453		1923.4		-2197.89		-274.496		0.873873
		1050		10.4765		2.69246		2019.34		-2293.85		-274.506		0.876632
		1100		10.9754		2.68233		2011.75		-2286.25		-274.503		0.880113
		1150		11.4743		2.66784		2000.88		-2275.38		-274.503		0.880753
		1200		11.9732		2.75251		2064.38		-2338.89		-274.503		0.874462
		1250		12.4721		2.74292		2057.19		-2331.69		-274.502		0.871151
		1300		12.9709		2.65816		1993.62		-2268.12		-274.5		0.872801
		1350		13.4698		2.63932		1979.49		-2253.99		-274.504		0.871106
		1400		13.9687		2.65349		1990.12		-2264.61		-274.497		0.861221
		1450		14.4676		2.72037		2040.28		-2314.78		-274.499		0.846242
		1500		14.9665		2.70103		2025.77		-2300.28		-274.503		0.83345
		1550		15.4654		2.78028		2085.21		-2359.71		-274.501		0.821504
		1600		15.9642		2.8216		2116.2		-2390.7		-274.502		0.819151
		1650		16.4631		2.72045		2040.34		-2314.85		-274.509		0.830324
