		timesteps		t		Temperature		Kin		Pot		TotalE		MSD
		0		0		6.17891		4634.18		-4257.43		376.754		0.00743876
		50		0.498883		4.67827		3508.7		-3132		376.708		0.106459
		100		0.997765		2.64447		1983.35		-1606.55		376.795		0.301723
		150		1.49665		2.94202		2206.51		-1829.75		376.761		0.439148
		200		1.99553		3.10545		2329.09		-1952.33		376.756		0.541797
		250		2.49441		3.077		2307.75		-1930.99		376.759		0.628023
		300		2.9933		3.08233		2311.75		-1934.99		376.762		0.698807
		350		3.49218		3.19054		2392.91		-2016.15		376.758		0.758346
		400		3.99106		3.20112		2400.84		-2024.08		376.759		0.816613
		450		4.48994		3.10155		2326.16		-1949.39		376.767		0.87771
		500		4.98883		3.15584		2366.88		-1990.14		376.744		0.938941
		550		5.48771		2.94727		2210.45		-1833.69		376.766		0.998338
		600		5.98659		3.00739		2255.54		-1878.77		376.768		1.04026
		650		6.48547		3.18715		2390.36		-2013.61		376.749		1.07301
		700		6.98436		3.0213		2265.98		-1889.21		376.765		1.11092
		750		7.48324		3.01439		2260.79		-1884.03		376.764		1.14586
		800		7.98212		3.11645		2337.34		-1960.58		376.756		1.18138
		850		8.48101		3.01123		2258.42		-1881.65		376.771		1.22504
		900		8.97989		3.136		2352		-1975.25		376.752		1.27081
		950		9.47877		3.06585		2299.39		-1922.62		376.766		1.32236
		1000		9.97765		3.01568		2261.76		-1884.99		376.764		1.36943
		1050		10.4765		2.94623		2209.67		-1832.91		376.756		1.40915
		1100		10.9754		2.98648		2239.86		-1863.1		376.761		1.44093
		1150		11.4743		3.11244		2334.33		-1957.58		376.753		1.47441
		1200		11.9732		3.02656		2269.92		-1893.16		376.76		1.51059
		1250		12.4721		3.03267		2274.5		-1897.75		376.755		1.54272
		1300		12.9709		3.04612		2284.59		-1907.83		376.763		1.57541
		1350		13.4698		3.13496		2351.22		-1974.46		376.759		1.61215
		1400		13.9687		3.00619		2254.64		-1877.89		376.751		1.65798
		1450		14.4676		2.97443		2230.82		-1854.06		376.757		1.70068
		1500		14.9665		3.02632		2269.74		-1892.99		376.755		1.74276
		1550		15.4654		2.88044		2160.33		-1783.57		376.764		1.79356
		1600		15.9642		2.90417		2178.13		-1801.36		376.765		1.84247
		1650		16.4631		3.05838		2293.79		-1917.03		376.752		1.89266
		1700		16.962		2.95882		2219.11		-1842.35		376.763		1.95944
		1750		17.4609		2.93607		2202.06		-1825.29		376.766		2.03427
		1800		17.9598		3.00528		2253.96		-1877.21		376.755		2.10122
		1850		18.4587		2.82794		2120.96		-1744.18		376.775		2.16152
		1900		18.9575		2.94033		2205.25		-1828.5		376.754		2.21771
		1950		19.4564		2.87366		2155.25		-1778.49		376.756		2.28393
		2000		19.9553		2.79116		2093.37		-1716.6		376.771		2.3633
		2050		20.4542		2.95418		2215.63		-1838.87		376.76		2.45362
		2100		20.9531		3.10863		2331.47		-1954.72		376.75		2.56309
		2150		21.452		2.94453		2208.4		-1831.63		376.769		2.68574
		2200		21.9508		2.91825		2188.69		-1811.93		376.761		2.80346
		2250		22.4497		2.93952		2204.64		-1827.88		376.763		2.92127
		2300		22.9486		2.96337		2222.53		-1845.77		376.758		3.04387
		2350		23.4475		2.90148		2176.11		-1799.34		376.767		3.16401
		2400		23.9464		2.94232		2206.74		-1829.98		376.758		3.27614
		2450		24.4453		2.8819		2161.42		-1784.67		376.757		3.37846
		2500		24.9441		2.89117		2168.37		-1791.62		376.754		3.47549
		2550		25.443		2.84691		2135.19		-1758.42		376.761		3.56221
		2600		25.9419		2.80442		2103.31		-1726.55		376.766		3.62344
		2650		26.4408		3.0406		2280.45		-1903.7		376.752		3.67139
		2700		26.9397		2.99152		2243.64		-1866.87		376.768		3.73147
		2750		27.4385		2.87073		2153.05		-1776.29		376.763		3.79543
		2800		27.9374		2.91387		2185.4		-1808.64		376.761		3.863
		2850		28.4363		2.89801		2173.51		-1796.75		376.764		3.93745
		2900		28.9352		2.96673		2225.05		-1848.29		376.752		4.00375
		2950		29.4341		2.82706		2120.29		-1743.53		376.766		4.06882
		3000		29.933		2.91435		2185.76		-1809.01		376.749		4.13416
		3050		30.4318		2.82984		2122.38		-1745.62		376.764		4.19756
		3100		30.9307		2.8483		2136.23		-1759.47		376.758		4.25352
		3150		31.4296		2.91855		2188.92		-1812.15		376.764		4.30947
		3200		31.9285		2.97493		2231.2		-1854.44		376.753		4.38037
		3250		32.4274		2.81601		2112.01		-1735.24		376.771		4.45829
		3300		32.9263		2.9602		2220.15		-1843.41		376.746		4.52875
		3350		33.4251		2.81703		2112.77		-1736.01		376.766		4.5904
		3400		33.924		2.80411		2103.08		-1726.32		376.759		4.64341
		3450		34.4229		2.87745		2158.09		-1781.33		376.762		4.68631
		3500		34.9218		2.89769		2173.27		-1796.5		376.766		4.71451
		3550		35.4207		2.86627		2149.7		-1772.94		376.766		4.74463
		3600		35.9196		2.96493		2223.7		-1846.94		376.762		4.80008
		3650		36.4184		2.97656		2232.42		-1855.66		376.759		4.87269
		3700		36.9173		2.79377		2095.33		-1718.56		376.764		4.95842
		3750		37.4162		2.79073		2093.05		-1716.29		376.758		5.0511
		3800		37.9151		2.84899		2136.74		-1759.98		376.764		5.14566
		3850		38.414		2.89228		2169.21		-1792.45		376.757		5.2396
		3900		38.9128		2.8747		2156.02		-1779.26		376.759		5.32636
		3950		39.4117		2.90396		2177.97		-1801.21		376.759		5.4036
		4000		39.9106		2.85209		2139.07		-1762.31		376.759		5.48719
		4050		40.4095		2.88131		2160.98		-1784.22		376.765		5.57388
		4100		40.9084		2.94745		2210.59		-1833.82		376.766		5.67633
		4150		41.4073		2.84194		2131.45		-1754.68		376.775		5.8152
		4200		41.9061		3.04509		2283.82		-1907.07		376.747		5.99224
		4250		42.405		2.83692		2127.69		-1750.91		376.778		6.19061
		4300		42.9039		2.90276		2177.07		-1800.31		376.759		6.36772
		4350		43.4028		2.95925		2219.44		-1842.68		376.761		6.51993
		4400		43.9017		2.97225		2229.19		-1852.42		376.767		6.65565
		4450		44.4006		3.02212		2266.59		-1889.83		376.753		6.79955
		4500		44.8994		2.95362		2215.22		-1838.46		376.757		6.97174
		4550		45.3983		2.91682		2187.62		-1810.86		376.759		7.15283
		4600		45.8972		2.90336		2177.52		-1800.76		376.759		7.30734
		4650		46.3961		2.89592		2171.94		-1795.18		376.755		7.43445
		4700		46.895		2.87211		2154.08		-1777.32		376.762		7.5519
		4750		47.3939		2.84093		2130.69		-1753.93		376.761		7.67593
		4800		47.8927		2.79824		2098.68		-1721.92		376.761		7.78658
		4850		48.3916		2.87246		2154.34		-1777.59		376.753		7.88036
		4900		48.8905		2.8417		2131.27		-1754.51		376.765		7.9678
		4950		49.3894		2.888		2166		-1789.24		376.757		8.05493
		5000		49.8883		2.82737		2120.53		-1743.77		376.763		8.14962
		5050		50.3872		2.79208		2094.06		-1717.3		376.767		8.23615
		5100		50.886		2.8748		2156.1		-1779.34		376.761		8.29417
		5150		51.3849		2.96576		2224.32		-1847.56		376.76		8.32637
		5200		51.8838		2.89567		2171.75		-1794.99		376.764		8.34748
		5250		52.3827		2.85936		2144.52		-1767.76		376.76		8.38578
		5300		52.8816		2.76357		2072.67		-1695.91		376.766		8.4654
		5350		53.3804		2.85045		2137.83		-1761.07		376.762		8.57038
		5400		53.8793		2.94428		2208.21		-1831.45		376.754		8.65407
		5450		54.3782		2.80227		2101.7		-1724.93		376.77		8.71499
		5500		54.8771		2.97862		2233.96		-1857.2		376.761		8.76916
		5550		55.376		2.99821		2248.66		-1871.9		376.757		8.82717
		5600		55.8749		2.76498		2073.73		-1696.96		376.771		8.90065
		5650		56.3737		2.84837		2136.28		-1759.52		376.754		8.97735
		5700		56.8726		2.78257		2086.93		-1710.16		376.772		9.03294
		5750		57.3715		2.90943		2182.07		-1805.31		376.761		9.06935
		5800		57.8704		2.93734		2203		-1826.24		376.767		9.11798
		5850		58.3693		2.8494		2137.05		-1760.28		376.765		9.18145
		5900		58.8682		2.87503		2156.27		-1779.52		376.748		9.2603
		5950		59.367		2.85013		2137.6		-1760.84		376.762		9.35362
		6000		59.8659		2.86339		2147.55		-1770.8		376.751		9.46373
		6050		60.3648		2.77171		2078.78		-1702.02		376.766		9.57626
		6100		60.8637		2.90628		2179.71		-1802.96		376.757		9.68615
		6150		61.3626		2.94392		2207.94		-1831.18		376.759		9.79945
		6200		61.8615		2.82379		2117.84		-1741.07		376.772		9.91386
		6250		62.3603		2.8362		2127.15		-1750.39		376.761		10.0287
		6300		62.8592		2.86322		2147.42		-1770.65		376.765		10.1454
		6350		63.3581		2.88871		2166.53		-1789.78		376.758		10.2572
		6400		63.857		2.74256		2056.92		-1680.14		376.779		10.3489
		6450		64.3559		2.98179		2236.34		-1859.59		376.754		10.3987
		6500		64.8547		2.9171		2187.82		-1811.06		376.763		10.4347
		6550		65.3536		2.82748		2120.61		-1743.84		376.769		10.456
		6600		65.8525		2.95938		2219.53		-1842.78		376.756		10.4592
		6650		66.3514		2.91513		2186.34		-1809.58		376.763		10.4863
		6700		66.8503		2.98028		2235.21		-1858.44		376.769		10.5813
		6750		67.3492		3.04369		2282.77		-1906.02		376.748		10.7462
		6800		67.848		2.85016		2137.62		-1760.85		376.765		10.9207
		6850		68.3469		2.97503		2231.27		-1854.52		376.754		11.0333
		6900		68.8458		2.87747		2158.1		-1781.35		376.758		11.0917
		6950		69.3447		2.75246		2064.35		-1687.58		376.767		11.1419
		7000		69.8436		2.81016		2107.62		-1730.85		376.764		11.2258
		7050		70.3425		2.94423		2208.17		-1831.42		376.753		11.3513
		7100		70.8413		2.80551		2104.14		-1727.37		376.769		11.5074
		7150		71.3402		2.81683		2112.62		-1735.86		376.763		11.6456
		7200		71.8391		2.80179		2101.34		-1724.57		376.765		11.7596
		7250		72.338		2.80439		2103.29		-1726.52		376.768		11.8586
		7300		72.8369		2.93058		2197.93		-1821.17		376.761		11.9606
		7350		73.3358		2.8314		2123.55		-1746.78		376.768		12.0609
		7400		73.8346		2.78077		2085.58		-1708.82		376.761		12.1527
		7450		74.3335		2.93154		2198.65		-1821.89		376.761		12.2504
		7500		74.8324		2.89614		2172.11		-1795.34		376.764		12.3734
		7550		75.3313		2.83446		2125.85		-1749.08		376.769		12.5094
		7600		75.8302		2.88961		2167.21		-1790.45		376.761		12.6432
		7650		76.329		2.83728		2127.96		-1751.2		376.761		12.7571
		7700		76.8279		2.82727		2120.45		-1743.69		376.759		12.849
		7750		77.3268		2.87477		2156.08		-1779.32		376.757		12.915
		7800		77.8257		2.96896		2226.72		-1849.96		376.758		12.9539
		7850		78.3246		2.85917		2144.38		-1767.61		376.771		12.9895
		7900		78.8235		2.84396		2132.97		-1756.21		376.763		13.0581
		7950		79.3223		2.83303		2124.78		-1748.01		376.764		13.1686
		8000		79.8212		2.79666		2097.5		-1720.74		376.761		13.2941
		8050		80.3201		2.76894		2076.71		-1699.94		376.761		13.4093
		8100		80.819		2.79715		2097.87		-1721.1		376.767		13.5179
		8150		81.3179		2.7638		2072.85		-1696.09		376.762		13.6273
		8200		81.8168		2.78473		2088.55		-1711.78		376.765		13.6918
		8250		82.3156		2.84531		2133.98		-1757.21		376.769		13.7162
		8300		82.8145		2.94244		2206.83		-1830.07		376.762		13.7482
		8350		83.3134		2.89501		2171.26		-1794.49		376.764		13.8177
		8400		83.8123		2.82223		2116.68		-1739.91		376.767		13.9222
		8450		84.3112		2.9015		2176.12		-1799.37		376.757		14.0246
		8500		84.8101		2.86767		2150.76		-1773.99		376.761		14.1122
		8550		85.3089		2.87792		2158.44		-1781.67		376.77		14.1918
		8600		85.8078		2.94294		2207.2		-1830.44		376.758		14.2836
		8650		86.3067		2.82517		2118.88		-1742.12		376.758		14.4054
		8700		86.8056		2.84298		2132.24		-1755.48		376.76		14.5183
		8750		87.3045		2.91235		2184.26		-1807.51		376.754		14.6138
		8800		87.8034		2.75543		2066.58		-1689.8		376.778		14.72
		8850		88.3022		2.89627		2172.2		-1795.44		376.755		14.8147
