		timesteps		t		Temperature		Kin		Pot		TotalE		MSD
		0		0		7.80784		5855.88		-4257.43		1598.45		1.39064e-312
		50		0.498883		5.75418		4315.64		-2717.26		1598.37		0.133757
		100		0.997765		3.40733		2555.5		-957.023		1598.48		0.361078
		150		1.49665		3.97703		2982.77		-1384.33		1598.45		0.511858
		200		1.99553		4.05013		3037.6		-1439.16		1598.43		0.636397
		250		2.49441		3.65054		2737.91		-1139.45		1598.46		0.748145
		300		2.9933		3.85138		2888.54		-1290.08		1598.45		0.825213
		350		3.49218		4.18936		3142.02		-1543.58		1598.44		0.885021
		400		3.99106		4.03007		3022.55		-1424.09		1598.47		0.958496
		450		4.48994		3.93933		2954.5		-1356.03		1598.46		1.04103
		500		4.98883		3.95354		2965.15		-1366.71		1598.44		1.12566
		550		5.48771		3.94827		2961.2		-1362.76		1598.44		1.20321
		600		5.98659		3.80658		2854.94		-1256.48		1598.46		1.27797
		650		6.48547		3.96063		2970.48		-1372.04		1598.44		1.35383
		700		6.98436		3.85053		2887.9		-1289.45		1598.45		1.43977
		750		7.48324		3.87064		2902.98		-1304.54		1598.44		1.53338
		800		7.98212		3.85972		2894.79		-1296.34		1598.45		1.63219
		850		8.48101		3.93987		2954.9		-1356.46		1598.45		1.73346
		900		8.97989		3.81162		2858.71		-1260.25		1598.46		1.83731
		950		9.47877		3.79766		2848.24		-1249.8		1598.44		1.93968
		1000		9.97765		3.90405		2928.04		-1329.58		1598.45		2.04649
		1050		10.4765		4.00088		3000.66		-1402.2		1598.46		2.16507
		1100		10.9754		3.9882		2991.15		-1392.71		1598.45		2.29932
		1150		11.4743		3.94294		2957.2		-1358.75		1598.45		2.45132
		1200		11.9732		3.85328		2889.96		-1291.5		1598.47		2.61363
		1250		12.4721		3.97818		2983.63		-1385.2		1598.44		2.76632
		1300		12.9709		3.73005		2797.54		-1199.08		1598.46		2.91066
		1350		13.4698		3.92502		2943.77		-1345.32		1598.44		3.05696
		1400		13.9687		3.81479		2861.09		-1262.63		1598.47		3.22755
		1450		14.4676		3.95006		2962.54		-1364.11		1598.44		3.40407
		1500		14.9665		3.6858		2764.35		-1165.89		1598.46		3.58334
		1550		15.4654		3.69785		2773.39		-1174.92		1598.46		3.74805
		1600		15.9642		3.92365		2942.73		-1344.29		1598.44		3.91423
		1650		16.4631		3.95367		2965.25		-1366.8		1598.45		4.10064
		1700		16.962		3.76918		2826.88		-1228.42		1598.46		4.27949
		1750		17.4609		3.67012		2752.59		-1154.15		1598.44		4.44063
		1800		17.9598		3.65301		2739.75		-1141.3		1598.45		4.58491
		1850		18.4587		3.87497		2906.23		-1307.78		1598.45		4.72067
