		timesteps		t		Temperature		Kin		Pot		TotalE
		91000		907.966		0.627826		470.869		-3805.55		-3334.68
		92000		917.944		0.621256		465.942		-3800.62		-3334.68
		93000		927.922		0.638545		478.908		-3813.59		-3334.68
		94000		937.899		0.653949		490.462		-3825.14		-3334.68
		95000		947.877		0.625718		469.288		-3803.97		-3334.68
		96000		957.855		0.646503		484.877		-3819.56		-3334.68
		97000		967.832		0.62769		470.767		-3805.45		-3334.68
		98000		977.81		0.615269		461.451		-3796.13		-3334.68
		99000		987.788		0.636193		477.144		-3811.83		-3334.68
		100000		997.765		0.621598		466.199		-3800.88		-3334.68
		101000		1007.74		0.662084		496.563		-3831.25		-3334.68
		102000		1017.72		0.604477		453.358		-3788.04		-3334.68
		103000		1027.7		0.627981		470.986		-3805.67		-3334.68
		104000		1037.68		0.628208		471.156		-3805.84		-3334.68
		105000		1047.65		0.651556		488.667		-3823.35		-3334.68
		106000		1057.63		0.66634		499.755		-3834.44		-3334.68
		107000		1067.61		0.64444		483.33		-3818.01		-3334.68
		108000		1077.59		0.635675		476.756		-3811.44		-3334.68
		109000		1087.56		0.640992		480.744		-3815.43		-3334.68
		110000		1097.54		0.646543		484.907		-3819.59		-3334.68
		111000		1107.52		0.651161		488.371		-3823.05		-3334.68
		112000		1117.5		0.62412		468.09		-3802.77		-3334.68
		113000		1127.47		0.644254		483.191		-3817.87		-3334.68
		114000		1137.45		0.650791		488.093		-3822.78		-3334.68
		115000		1147.43		0.637984		478.488		-3813.17		-3334.68
		116000		1157.41		0.610958		458.219		-3792.9		-3334.68
		117000		1167.39		0.620294		465.22		-3799.9		-3334.68
		118000		1177.36		0.622229		466.672		-3801.35		-3334.68
		119000		1187.34		0.608398		456.298		-3790.98		-3334.68
		120000		1197.32		0.647048		485.286		-3819.97		-3334.68
		121000		1207.3		0.637335		478.001		-3812.68		-3334.68
		122000		1217.27		0.633384		475.038		-3809.72		-3334.68
		123000		1227.25		0.626871		470.153		-3804.84		-3334.68
		124000		1237.23		0.639616		479.712		-3814.39		-3334.68
		125000		1247.21		0.658538		493.903		-3828.59		-3334.68
		126000		1257.18		0.664285		498.214		-3832.9		-3334.68
		127000		1267.16		0.62727		470.453		-3805.13		-3334.68
		128000		1277.14		0.620286		465.215		-3799.9		-3334.68
		129000		1287.12		0.624924		468.693		-3803.37		-3334.68
		130000		1297.09		0.651083		488.312		-3822.99		-3334.68
		131000		1307.07		0.621829		466.372		-3801.05		-3334.68
		132000		1317.05		0.633799		475.349		-3810.03		-3334.68
		133000		1327.03		0.644761		483.571		-3818.25		-3334.68
		134000		1337.01		0.64089		480.668		-3815.35		-3334.68
		135000		1346.98		0.637091		477.818		-3812.5		-3334.68
		136000		1356.96		0.641487		481.116		-3815.8		-3334.68
		137000		1366.94		0.625633		469.225		-3803.91		-3334.68
		138000		1376.92		0.631077		473.308		-3807.99		-3334.68
		139000		1386.89		0.640391		480.293		-3814.98		-3334.68
		140000		1396.87		0.64095		480.713		-3815.4		-3334.68
		141000		1406.85		0.632085		474.064		-3808.75		-3334.68
		142000		1416.83		0.65009		487.568		-3822.25		-3334.68
		143000		1426.8		0.622863		467.148		-3801.83		-3334.68
		144000		1436.78		0.623811		467.858		-3802.54		-3334.68
		145000		1446.76		0.655128		491.346		-3826.03		-3334.68
		146000		1456.74		0.666904		500.178		-3834.86		-3334.68
		147000		1466.72		0.672681		504.511		-3839.19		-3334.68
		148000		1476.69		0.660148		495.111		-3829.79		-3334.68
		149000		1486.67		0.603906		452.929		-3787.61		-3334.68
		150000		1496.65		0.642786		482.089		-3816.77		-3334.68
		151000		1506.63		0.614025		460.519		-3795.2		-3334.68
		152000		1516.6		0.645406		484.054		-3818.74		-3334.68
		153000		1526.58		0.61918		464.385		-3799.07		-3334.68
		154000		1536.56		0.602243		451.682		-3786.36		-3334.68
		155000		1546.54		0.623719		467.789		-3802.47		-3334.68
		156000		1556.51		0.643968		482.976		-3817.66		-3334.68
		157000		1566.49		0.64674		485.055		-3819.74		-3334.68
		158000		1576.47		0.633644		475.233		-3809.92		-3334.68
		159000		1586.45		0.640018		480.014		-3814.7		-3334.68
		160000		1596.42		0.639627		479.72		-3814.4		-3334.68
		161000		1606.4		0.626736		470.052		-3804.73		-3334.68
		162000		1616.38		0.605359		454.019		-3788.7		-3334.68
		163000		1626.36		0.654471		490.853		-3825.54		-3334.68
		164000		1636.34		0.671659		503.745		-3838.43		-3334.68
		165000		1646.31		0.643903		482.927		-3817.61		-3334.68
		166000		1656.29		0.653084		489.813		-3824.5		-3334.68
		167000		1666.27		0.670865		503.148		-3837.83		-3334.68
		168000		1676.25		0.642489		481.867		-3816.55		-3334.68
		169000		1686.22		0.628297		471.223		-3805.91		-3334.68
		170000		1696.2		0.614678		461.008		-3795.69		-3334.68
		171000		1706.18		0.625282		468.962		-3803.64		-3334.68
		172000		1716.16		0.626896		470.172		-3804.85		-3334.68
		173000		1726.13		0.642318		481.739		-3816.42		-3334.68
		174000		1736.11		0.631542		473.656		-3808.34		-3334.68
		175000		1746.09		0.66675		500.062		-3834.75		-3334.68
		176000		1756.07		0.641184		480.888		-3815.57		-3334.68
		177000		1766.04		0.60561		454.208		-3788.89		-3334.68
		178000		1776.02		0.644666		483.499		-3818.18		-3334.68
		179000		1786		0.59642		447.315		-3782		-3334.68
		180000		1795.98		0.643594		482.695		-3817.38		-3334.68
		181000		1805.96		0.644216		483.162		-3817.84		-3334.68
		182000		1815.93		0.647588		485.691		-3820.37		-3334.68
		183000		1825.91		0.624608		468.456		-3803.14		-3334.68
		184000		1835.89		0.635906		476.929		-3811.61		-3334.68
		185000		1845.87		0.6363		477.225		-3811.91		-3334.68
		186000		1855.84		0.62762		470.715		-3805.4		-3334.68
		187000		1865.82		0.632868		474.651		-3809.33		-3334.68
		188000		1875.8		0.627883		470.913		-3805.59		-3334.68
		189000		1885.78		0.643316		482.487		-3817.17		-3334.68
		190000		1895.75		0.643487		482.615		-3817.3		-3334.68
		191000		1905.73		0.632019		474.014		-3808.7		-3334.68
		192000		1915.71		0.615843		461.882		-3796.56		-3334.68
		193000		1925.69		0.63428		475.71		-3810.39		-3334.68
		194000		1935.66		0.654684		491.013		-3825.7		-3334.68
		195000		1945.64		0.631913		473.935		-3808.62		-3334.68
		196000		1955.62		0.615935		461.951		-3796.63		-3334.68
		197000		1965.6		0.635646		476.735		-3811.42		-3334.68
		198000		1975.58		0.651673		488.755		-3823.44		-3334.68
		199000		1985.55		0.655799		491.849		-3826.53		-3334.68
		200000		1995.53		0.629383		472.038		-3806.72		-3334.68
		201000		2005.51		0.6351		476.325		-3811.01		-3334.68
		202000		2015.49		0.63234		474.255		-3808.94		-3334.68
		203000		2025.46		0.638276		478.707		-3813.39		-3334.68
		204000		2035.44		0.632855		474.641		-3809.32		-3334.68
		205000		2045.42		0.615666		461.749		-3796.43		-3334.68
		206000		2055.4		0.658235		493.676		-3828.36		-3334.68
		207000		2065.37		0.597693		448.27		-3782.95		-3334.68
		208000		2075.35		0.651212		488.409		-3823.09		-3334.68
		209000		2085.33		0.662964		497.223		-3831.91		-3334.68
		210000		2095.31		0.649746		487.309		-3821.99		-3334.68
		211000		2105.28		0.604338		453.253		-3787.93		-3334.68
		212000		2115.26		0.631885		473.914		-3808.6		-3334.68
		213000		2125.24		0.62829		471.218		-3805.9		-3334.68
		214000		2135.22		0.624619		468.464		-3803.15		-3334.68
		215000		2145.2		0.651309		488.482		-3823.16		-3334.68
		216000		2155.17		0.64989		487.418		-3822.1		-3334.68
		217000		2165.15		0.601208		450.906		-3785.59		-3334.68
		218000		2175.13		0.630599		472.949		-3807.63		-3334.68
		219000		2185.11		0.61818		463.635		-3798.32		-3334.68
		220000		2195.08		0.633494		475.121		-3809.8		-3334.68
		221000		2205.06		0.631979		473.984		-3808.67		-3334.68
		222000		2215.04		0.645247		483.935		-3818.62		-3334.68
		223000		2225.02		0.643271		482.454		-3817.14		-3334.68
		224000		2234.99		0.650438		487.829		-3822.51		-3334.68
		225000		2244.97		0.652495		489.371		-3824.05		-3334.68
		226000		2254.95		0.618314		463.736		-3798.42		-3334.68
		227000		2264.93		0.60655		454.912		-3789.59		-3334.68
		228000		2274.91		0.585042		438.781		-3773.46		-3334.68
		229000		2284.88		0.637011		477.759		-3812.44		-3334.68
		230000		2294.86		0.644881		483.661		-3818.34		-3334.68
		231000		2304.84		0.627954		470.966		-3805.65		-3334.68
		232000		2314.82		0.639305		479.479		-3814.16		-3334.68
		233000		2324.79		0.645372		484.029		-3818.71		-3334.68
		234000		2334.77		0.632104		474.078		-3808.76		-3334.68
		235000		2344.75		0.62359		467.692		-3802.37		-3334.68
		236000		2354.73		0.635319		476.489		-3811.17		-3334.68
		237000		2364.7		0.607394		455.546		-3790.23		-3334.68
		238000		2374.68		0.645879		484.409		-3819.09		-3334.68
		239000		2384.66		0.634161		475.621		-3810.3		-3334.68
		240000		2394.64		0.637949		478.462		-3813.14		-3334.68
		241000		2404.61		0.661831		496.373		-3831.06		-3334.68
		242000		2414.59		0.601908		451.431		-3786.11		-3334.68
		243000		2424.57		0.644176		483.132		-3817.81		-3334.68
		244000		2434.55		0.651331		488.498		-3823.18		-3334.68
		245000		2444.53		0.630326		472.744		-3807.43		-3334.68
		246000		2454.5		0.640141		480.106		-3814.79		-3334.68
		247000		2464.48		0.645735		484.301		-3818.98		-3334.68
		248000		2474.46		0.652116		489.087		-3823.77		-3334.68
		249000		2484.44		0.637748		478.311		-3812.99		-3334.68
		250000		2494.41		0.632783		474.587		-3809.27		-3334.68
		251000		2504.39		0.64345		482.587		-3817.27		-3334.68
		252000		2514.37		0.640216		480.162		-3814.84		-3334.68
		253000		2524.35		0.630657		472.993		-3807.68		-3334.68
		254000		2534.32		0.634611		475.958		-3810.64		-3334.68
		255000		2544.3		0.613667		460.25		-3794.93		-3334.68
		256000		2554.28		0.640961		480.721		-3815.4		-3334.68
		257000		2564.26		0.625612		469.209		-3803.89		-3334.68
		258000		2574.23		0.6466		484.95		-3819.63		-3334.68
		259000		2584.21		0.638283		478.712		-3813.39		-3334.68
		260000		2594.19		0.654073		490.555		-3825.24		-3334.68
		261000		2604.17		0.661752		496.314		-3831		-3334.68
		262000		2614.15		0.597577		448.183		-3782.86		-3334.68
		263000		2624.12		0.615682		461.762		-3796.44		-3334.68
		264000		2634.1		0.606349		454.762		-3789.44		-3334.68
		265000		2644.08		0.623365		467.524		-3802.21		-3334.68
		266000		2654.06		0.647795		485.846		-3820.53		-3334.68
		267000		2664.03		0.66022		495.165		-3829.85		-3334.68
		268000		2674.01		0.632086		474.065		-3808.75		-3334.68
		269000		2683.99		0.616531		462.398		-3797.08		-3334.68
		270000		2693.97		0.637515		478.136		-3812.82		-3334.68
		271000		2703.94		0.623836		467.877		-3802.56		-3334.68
		272000		2713.92		0.638943		479.208		-3813.89		-3334.68
		273000		2723.9		0.663435		497.576		-3832.26		-3334.68
		274000		2733.88		0.631199		473.399		-3808.08		-3334.68
		275000		2743.85		0.642787		482.091		-3816.77		-3334.68
		276000		2753.83		0.620944		465.708		-3800.39		-3334.68
		277000		2763.81		0.637919		478.44		-3813.12		-3334.68
		278000		2773.79		0.637978		478.483		-3813.17		-3334.68
		279000		2783.77		0.643747		482.811		-3817.49		-3334.68
		280000		2793.74		0.666221		499.666		-3834.35		-3334.68
		281000		2803.72		0.648551		486.413		-3821.1		-3334.68
		282000		2813.7		0.62775		470.812		-3805.49		-3334.68
		283000		2823.68		0.627862		470.896		-3805.58		-3334.68
		284000		2833.65		0.641169		480.877		-3815.56		-3334.68
		285000		2843.63		0.671938		503.953		-3838.64		-3334.68
		286000		2853.61		0.599814		449.861		-3784.54		-3334.68
		287000		2863.59		0.634895		476.172		-3810.85		-3334.68
		288000		2873.56		0.626086		469.565		-3804.25		-3334.68
		289000		2883.54		0.654336		490.752		-3825.43		-3334.68
		290000		2893.52		0.647912		485.934		-3820.62		-3334.68
		291000		2903.5		0.647332		485.499		-3820.18		-3334.68
		292000		2913.47		0.608655		456.491		-3791.17		-3334.68
		293000		2923.45		0.659724		494.793		-3829.48		-3334.68
		294000		2933.43		0.619553		464.665		-3799.35		-3334.68
		295000		2943.41		0.616965		462.724		-3797.41		-3334.68
		296000		2953.39		0.592714		444.536		-3779.22		-3334.68
		297000		2963.36		0.624034		468.026		-3802.71		-3334.68
		298000		2973.34		0.640294		480.22		-3814.9		-3334.68
		299000		2983.32		0.606121		454.591		-3789.27		-3334.68
		300000		2993.3		0.652649		489.487		-3824.17		-3334.68
		301000		3003.27		0.644187		483.14		-3817.82		-3334.68
		302000		3013.25		0.632399		474.299		-3808.98		-3334.68
		303000		3023.23		0.631337		473.503		-3808.19		-3334.68
		304000		3033.21		0.634025		475.519		-3810.2		-3334.68
		305000		3043.18		0.639084		479.313		-3814		-3334.68
		306000		3053.16		0.616176		462.132		-3796.81		-3334.68
		307000		3063.14		0.615114		461.336		-3796.02		-3334.68
		308000		3073.12		0.625343		469.007		-3803.69		-3334.68
		309000		3083.09		0.64379		482.842		-3817.52		-3334.68
		310000		3093.07		0.601728		451.296		-3785.98		-3334.68
		311000		3103.05		0.662381		496.786		-3831.47		-3334.68
		312000		3113.03		0.643937		482.953		-3817.64		-3334.68
		313000		3123.01		0.618427		463.82		-3798.5		-3334.68
		314000		3132.98		0.642081		481.561		-3816.24		-3334.68
		315000		3142.96		0.638511		478.883		-3813.57		-3334.68
		316000		3152.94		0.625215		468.911		-3803.59		-3334.68
		317000		3162.92		0.613131		459.848		-3794.53		-3334.68
		318000		3172.89		0.676591		507.443		-3842.13		-3334.68
		319000		3182.87		0.645234		483.925		-3818.61		-3334.68
		320000		3192.85		0.638201		478.651		-3813.33		-3334.68
		321000		3202.83		0.639809		479.857		-3814.54		-3334.68
		322000		3212.8		0.614975		461.231		-3795.91		-3334.68
		323000		3222.78		0.629844		472.383		-3807.07		-3334.68
		324000		3232.76		0.630052		472.539		-3807.22		-3334.68
		325000		3242.74		0.608604		456.453		-3791.14		-3334.68
		326000		3252.72		0.62457		468.427		-3803.11		-3334.68
		327000		3262.69		0.631638		473.728		-3808.41		-3334.68
		328000		3272.67		0.640251		480.188		-3814.87		-3334.68
		329000		3282.65		0.649005		486.754		-3821.44		-3334.68
		330000		3292.63		0.637227		477.92		-3812.6		-3334.68
		331000		3302.6		0.620181		465.136		-3799.82		-3334.68
		332000		3312.58		0.632644		474.483		-3809.17		-3334.68
		333000		3322.56		0.632925		474.694		-3809.38		-3334.68
		334000		3332.54		0.646752		485.064		-3819.75		-3334.68
		335000		3342.51		0.618041		463.531		-3798.21		-3334.68
		336000		3352.49		0.620469		465.351		-3800.03		-3334.68
		337000		3362.47		0.667394		500.545		-3835.23		-3334.68
		338000		3372.45		0.658615		493.961		-3828.64		-3334.68
		339000		3382.42		0.642406		481.805		-3816.49		-3334.68
		340000		3392.4		0.620799		465.599		-3800.28		-3334.68
		341000		3402.38		0.641462		481.096		-3815.78		-3334.68
		342000		3412.36		0.626649		469.987		-3804.67		-3334.68
		343000		3422.34		0.668393		501.295		-3835.98		-3334.68
		344000		3432.31		0.659084		494.313		-3829		-3334.68
		345000		3442.29		0.64524		483.93		-3818.61		-3334.68
		346000		3452.27		0.647421		485.566		-3820.25		-3334.68
		347000		3462.25		0.615244		461.433		-3796.12		-3334.68
		348000		3472.22		0.627959		470.97		-3805.65		-3334.68
		349000		3482.2		0.673696		505.272		-3839.96		-3334.68
		350000		3492.18		0.614545		460.909		-3795.59		-3334.68
		351000		3502.16		0.625705		469.279		-3803.96		-3334.68
		352000		3512.13		0.601192		450.894		-3785.58		-3334.68
		353000		3522.11		0.661235		495.926		-3830.61		-3334.68
		354000		3532.09		0.634541		475.906		-3810.59		-3334.68
		355000		3542.07		0.657013		492.76		-3827.44		-3334.68
		356000		3552.04		0.639682		479.762		-3814.44		-3334.68
		357000		3562.02		0.639252		479.439		-3814.12		-3334.68
		358000		3572		0.610239		457.679		-3792.36		-3334.68
		359000		3581.98		0.631417		473.563		-3808.24		-3334.68
		360000		3591.96		0.636667		477.5		-3812.18		-3334.68
		361000		3601.93		0.642043		481.532		-3816.22		-3334.68
		362000		3611.91		0.626823		470.118		-3804.8		-3334.68
		363000		3621.89		0.635285		476.463		-3811.15		-3334.68
		364000		3631.87		0.664383		498.287		-3832.97		-3334.68
		365000		3641.84		0.619074		464.305		-3798.99		-3334.68
		366000		3651.82		0.658294		493.721		-3828.4		-3334.68
		367000		3661.8		0.626445		469.834		-3804.52		-3334.68
		368000		3671.78		0.639532		479.649		-3814.33		-3334.68
		369000		3681.75		0.62308		467.31		-3801.99		-3334.68
		370000		3691.73		0.637094		477.821		-3812.5		-3334.68
		371000		3701.71		0.638912		479.184		-3813.87		-3334.68
		372000		3711.69		0.62094		465.705		-3800.39		-3334.68
		373000		3721.66		0.635554		476.666		-3811.35		-3334.68
		374000		3731.64		0.621153		465.865		-3800.55		-3334.68
		375000		3741.62		0.628208		471.156		-3805.84		-3334.68
		376000		3751.6		0.63293		474.697		-3809.38		-3334.68
		377000		3761.58		0.63604		477.03		-3811.71		-3334.68
		378000		3771.55		0.63522		476.415		-3811.1		-3334.68
		379000		3781.53		0.622117		466.588		-3801.27		-3334.68
		380000		3791.51		0.646897		485.173		-3819.86		-3334.68
		381000		3801.49		0.638828		479.121		-3813.8		-3334.68
		382000		3811.46		0.637092		477.819		-3812.5		-3334.68
		383000		3821.44		0.613311		459.983		-3794.67		-3334.68
		384000		3831.42		0.652129		489.097		-3823.78		-3334.68
		385000		3841.4		0.626255		469.691		-3804.37		-3334.68
		386000		3851.37		0.629995		472.496		-3807.18		-3334.68
		387000		3861.35		0.644247		483.185		-3817.87		-3334.68
		388000		3871.33		0.649438		487.079		-3821.76		-3334.68
		389000		3881.31		0.627381		470.536		-3805.22		-3334.68
		390000		3891.28		0.639055		479.291		-3813.97		-3334.68
		391000		3901.26		0.603522		452.641		-3787.32		-3334.68
		392000		3911.24		0.631057		473.293		-3807.98		-3334.68
		393000		3921.22		0.63413		475.597		-3810.28		-3334.68
		394000		3931.2		0.59961		449.708		-3784.39		-3334.68
		395000		3941.17		0.620921		465.691		-3800.37		-3334.68
		396000		3951.15		0.658818		494.113		-3828.8		-3334.68
		397000		3961.13		0.647441		485.581		-3820.26		-3334.68
		398000		3971.11		0.642454		481.84		-3816.52		-3334.68
		399000		3981.08		0.649487		487.115		-3821.8		-3334.68
		400000		3991.06		0.635242		476.432		-3811.12		-3334.68
		401000		4001.04		0.627522		470.642		-3805.33		-3334.68
		402000		4011.02		0.617401		463.051		-3797.73		-3334.68
		403000		4020.99		0.639551		479.664		-3814.35		-3334.68
		404000		4030.97		0.596396		447.297		-3781.98		-3334.68
		405000		4040.95		0.634402		475.802		-3810.49		-3334.68
		406000		4050.93		0.633272		474.954		-3809.64		-3334.68
		407000		4060.9		0.631947		473.96		-3808.64		-3334.68
		408000		4070.88		0.642233		481.674		-3816.36		-3334.68
		409000		4080.86		0.6213		465.975		-3800.66		-3334.68
		410000		4090.84		0.615996		461.997		-3796.68		-3334.68
		411000		4100.82		0.618917		464.188		-3798.87		-3334.68
		412000		4110.79		0.600249		450.187		-3784.87		-3334.68
		413000		4120.77		0.643189		482.392		-3817.07		-3334.68
		414000		4130.75		0.634444		475.833		-3810.52		-3334.68
		415000		4140.73		0.626986		470.239		-3804.92		-3334.68
		416000		4150.7		0.649406		487.054		-3821.74		-3334.68
		417000		4160.68		0.630024		472.518		-3807.2		-3334.68
		418000		4170.66		0.631946		473.96		-3808.64		-3334.68
		419000		4180.64		0.64524		483.93		-3818.61		-3334.68
		420000		4190.61		0.647722		485.791		-3820.47		-3334.68
		421000		4200.59		0.662002		496.502		-3831.19		-3334.68
		422000		4210.57		0.643662		482.746		-3817.43		-3334.68
		423000		4220.55		0.630904		473.178		-3807.86		-3334.68
		424000		4230.53		0.638768		479.076		-3813.76		-3334.68
		425000		4240.5		0.641725		481.294		-3815.98		-3334.68
		426000		4250.48		0.624104		468.078		-3802.76		-3334.68
		427000		4260.46		0.605976		454.482		-3789.16		-3334.68
		428000		4270.44		0.630107		472.58		-3807.26		-3334.68
		429000		4280.41		0.651924		488.943		-3823.63		-3334.68
		430000		4290.39		0.621704		466.278		-3800.96		-3334.68
		431000		4300.37		0.623049		467.287		-3801.97		-3334.68
		432000		4310.35		0.619056		464.292		-3798.97		-3334.68
		433000		4320.32		0.646805		485.104		-3819.79		-3334.68
		434000		4330.3		0.615323		461.492		-3796.18		-3334.68
		435000		4340.28		0.638313		478.735		-3813.42		-3334.68
		436000		4350.26		0.626562		469.921		-3804.6		-3334.68
		437000		4360.23		0.624247		468.185		-3802.87		-3334.68
		438000		4370.21		0.654054		490.541		-3825.23		-3334.68
		439000		4380.19		0.620228		465.171		-3799.85		-3334.68
		440000		4390.17		0.658427		493.82		-3828.5		-3334.68
		441000		4400.15		0.642764		482.073		-3816.76		-3334.68
		442000		4410.12		0.635655		476.741		-3811.42		-3334.68
		443000		4420.1		0.605871		454.403		-3789.09		-3334.68
		444000		4430.08		0.654002		490.501		-3825.19		-3334.68
		445000		4440.06		0.60755		455.663		-3790.35		-3334.68
		446000		4450.03		0.642523		481.892		-3816.58		-3334.68
		447000		4460.01		0.606989		455.242		-3789.93		-3334.68
		448000		4469.99		0.628019		471.014		-3805.7		-3334.68
		449000		4479.97		0.642898		482.174		-3816.86		-3334.68
		450000		4489.94		0.664093		498.07		-3832.75		-3334.68
		451000		4499.92		0.634667		476		-3810.68		-3334.68
		452000		4509.9		0.64063		480.473		-3815.16		-3334.68
		453000		4519.88		0.624743		468.557		-3803.24		-3334.68
		454000		4529.85		0.634391		475.793		-3810.48		-3334.68
		455000		4539.83		0.636611		477.459		-3812.14		-3334.68
		456000		4549.81		0.637453		478.089		-3812.77		-3334.68
		457000		4559.79		0.650485		487.864		-3822.55		-3334.68
		458000		4569.77		0.638843		479.132		-3813.82		-3334.68
		459000		4579.74		0.628031		471.023		-3805.71		-3334.68
		460000		4589.72		0.632627		474.471		-3809.16		-3334.68
		461000		4599.7		0.625929		469.447		-3804.13		-3334.68
		462000		4609.68		0.650022		487.516		-3822.2		-3334.68
		463000		4619.65		0.638039		478.529		-3813.21		-3334.68
		464000		4629.63		0.598797		449.097		-3783.78		-3334.68
		465000		4639.61		0.640224		480.168		-3814.85		-3334.68
		466000		4649.59		0.641799		481.349		-3816.03		-3334.68
		467000		4659.56		0.620457		465.343		-3800.03		-3334.68
