		timesteps		t		Temperature		Kin		Pot		TotalE
		0		0		0.673337		505.003		-4257.43		-3752.42
		50		0.498883		0.551728		413.796		-4166.22		-3752.43
		100		0.997765		0.288621		216.466		-3968.89		-3752.42
		150		1.49665		0.167918		125.939		-3878.36		-3752.42
		200		1.99553		0.234308		175.731		-3928.16		-3752.42
		250		2.49441		0.297219		222.914		-3975.34		-3752.43
		300		2.9933		0.306701		230.025		-3982.45		-3752.42
		350		3.49218		0.3214		241.05		-3993.47		-3752.42
		400		3.99106		0.354275		265.707		-4018.13		-3752.42
		450		4.48994		0.377182		282.887		-4035.31		-3752.42
		500		4.98883		0.372193		279.145		-4031.57		-3752.42
		550		5.48771		0.345609		259.207		-4011.63		-3752.42
		600		5.98659		0.325444		244.083		-3996.51		-3752.42
		650		6.48547		0.32882		246.615		-3999.04		-3752.42
		700		6.98436		0.349128		261.846		-4014.27		-3752.42
		750		7.48324		0.353581		265.186		-4017.61		-3752.42
		800		7.98212		0.339193		254.395		-4006.82		-3752.42
		850		8.48101		0.339217		254.413		-4006.84		-3752.42
		900		8.97989		0.352024		264.018		-4016.44		-3752.42
		950		9.47877		0.355554		266.666		-4019.09		-3752.42
		1000		9.97765		0.3438		257.85		-4010.27		-3752.42
		1050		10.4765		0.332284		249.213		-4001.64		-3752.42
		1100		10.9754		0.337814		253.361		-4005.78		-3752.42
		1150		11.4743		0.345214		258.91		-4011.33		-3752.42
		1200		11.9732		0.3418		256.35		-4008.77		-3752.42
		1250		12.4721		0.339319		254.489		-4006.91		-3752.42
		1300		12.9709		0.351192		263.394		-4015.82		-3752.42
		1350		13.4698		0.362553		271.915		-4024.34		-3752.42
		1400		13.9687		0.362022		271.517		-4023.94		-3752.42
		1450		14.4676		0.35611		267.083		-4019.51		-3752.42
		1500		14.9665		0.348816		261.612		-4014.04		-3752.42
		1550		15.4654		0.343384		257.538		-4009.96		-3752.42
		1600		15.9642		0.334093		250.57		-4002.99		-3752.42
		1650		16.4631		0.322697		242.023		-3994.45		-3752.42
		1700		16.962		0.323562		242.671		-3995.1		-3752.42
		1750		17.4609		0.33636		252.27		-4004.69		-3752.42
		1800		17.9598		0.344657		258.493		-4010.92		-3752.42
		1850		18.4587		0.344734		258.55		-4010.97		-3752.42
		1900		18.9575		0.347667		260.75		-4013.17		-3752.42
		1950		19.4564		0.354961		266.221		-4018.65		-3752.42
		2000		19.9553		0.35231		264.232		-4016.66		-3752.42
		2050		20.4542		0.338733		254.05		-4006.47		-3752.42
		2100		20.9531		0.33057		247.927		-4000.35		-3752.42
		2150		21.452		0.328925		246.693		-3999.12		-3752.42
		2200		21.9508		0.333387		250.04		-4002.46		-3752.42
		2250		22.4497		0.340351		255.263		-4007.69		-3752.42
		2300		22.9486		0.34701		260.258		-4012.68		-3752.42
		2350		23.4475		0.351934		263.951		-4016.37		-3752.42
		2400		23.9464		0.361208		270.906		-4023.33		-3752.42
		2450		24.4453		0.36684		275.13		-4027.55		-3752.42
		2500		24.9441		0.348609		261.456		-4013.88		-3752.42
		2550		25.443		0.326525		244.894		-3997.32		-3752.42
		2600		25.9419		0.329994		247.496		-3999.92		-3752.42
		2650		26.4408		0.35144		263.58		-4016		-3752.42
		2700		26.9397		0.367373		275.53		-4027.95		-3752.42
		2750		27.4385		0.357447		268.085		-4020.51		-3752.42
		2800		27.9374		0.333928		250.446		-4002.87		-3752.42
		2850		28.4363		0.332862		249.647		-4002.07		-3752.42
		2900		28.9352		0.345147		258.86		-4011.28		-3752.42
		2950		29.4341		0.342284		256.713		-4009.14		-3752.42
		3000		29.933		0.338764		254.073		-4006.5		-3752.42
		3050		30.4318		0.339244		254.433		-4006.86		-3752.42
		3100		30.9307		0.335581		251.686		-4004.11		-3752.42
		3150		31.4296		0.332374		249.281		-4001.7		-3752.42
		3200		31.9285		0.336443		252.332		-4004.76		-3752.42
		3250		32.4274		0.340876		255.657		-4008.08		-3752.42
		3300		32.9263		0.339413		254.56		-4006.98		-3752.42
		3350		33.4251		0.343677		257.758		-4010.18		-3752.42
		3400		33.924		0.350067		262.55		-4014.97		-3752.42
		3450		34.4229		0.3523		264.225		-4016.65		-3752.42
		3500		34.9218		0.352346		264.26		-4016.68		-3752.42
		3550		35.4207		0.348406		261.304		-4013.73		-3752.42
		3600		35.9196		0.345882		259.411		-4011.84		-3752.42
		3650		36.4184		0.346824		260.118		-4012.54		-3752.42
		3700		36.9173		0.345384		259.038		-4011.46		-3752.42
		3750		37.4162		0.342488		256.866		-4009.29		-3752.42
		3800		37.9151		0.335293		251.47		-4003.89		-3752.42
		3850		38.414		0.336466		252.349		-4004.77		-3752.42
		3900		38.9128		0.344958		258.718		-4011.14		-3752.42
		3950		39.4117		0.352408		264.306		-4016.73		-3752.42
		4000		39.9106		0.34986		262.395		-4014.82		-3752.42
		4050		40.4095		0.339702		254.777		-4007.2		-3752.42
		4100		40.9084		0.339946		254.96		-4007.38		-3752.42
		4150		41.4073		0.347921		260.941		-4013.37		-3752.42
		4200		41.9061		0.341625		256.219		-4008.64		-3752.42
		4250		42.405		0.327671		245.753		-3998.18		-3752.42
		4300		42.9039		0.324962		243.722		-3996.15		-3752.42
		4350		43.4028		0.336781		252.586		-4005.01		-3752.42
		4400		43.9017		0.349636		262.227		-4014.65		-3752.42
		4450		44.4006		0.353832		265.374		-4017.8		-3752.42
		4500		44.8994		0.35081		263.107		-4015.53		-3752.42
		4550		45.3983		0.343696		257.772		-4010.2		-3752.42
		4600		45.8972		0.341574		256.18		-4008.6		-3752.42
		4650		46.3961		0.343925		257.944		-4010.37		-3752.42
		4700		46.895		0.340237		255.178		-4007.6		-3752.42
		4750		47.3939		0.33527		251.453		-4003.88		-3752.42
		4800		47.8927		0.340022		255.017		-4007.44		-3752.42
		4850		48.3916		0.352378		264.283		-4016.71		-3752.42
		4900		48.8905		0.359536		269.652		-4022.08		-3752.42
		4950		49.3894		0.35434		265.755		-4018.18		-3752.42
		5000		49.8883		0.34188		256.41		-4008.83		-3752.42
		5050		50.3872		0.334171		250.628		-4003.05		-3752.42
		5100		50.886		0.331953		248.965		-4001.39		-3752.42
		5150		51.3849		0.337789		253.342		-4005.77		-3752.42
		5200		51.8838		0.350248		262.686		-4015.11		-3752.42
		5250		52.3827		0.347666		260.749		-4013.17		-3752.42
		5300		52.8816		0.336617		252.463		-4004.89		-3752.42
		5350		53.3804		0.336551		252.413		-4004.84		-3752.42
		5400		53.8793		0.338591		253.944		-4006.37		-3752.42
		5450		54.3782		0.340364		255.273		-4007.7		-3752.42
		5500		54.8771		0.34852		261.39		-4013.81		-3752.42
		5550		55.376		0.352297		264.222		-4016.65		-3752.42
		5600		55.8749		0.349889		262.416		-4014.84		-3752.42
		5650		56.3737		0.346312		259.734		-4012.16		-3752.42
		5700		56.8726		0.347051		260.288		-4012.71		-3752.42
		5750		57.3715		0.344482		258.361		-4010.79		-3752.42
		5800		57.8704		0.338981		254.236		-4006.66		-3752.42
		5850		58.3693		0.348678		261.509		-4013.93		-3752.42
		5900		58.8682		0.35865		268.988		-4021.41		-3752.42
		5950		59.367		0.351753		263.814		-4016.24		-3752.42
		6000		59.8659		0.33789		253.418		-4005.84		-3752.42
		6050		60.3648		0.324837		243.627		-3996.05		-3752.42
		6100		60.8637		0.316471		237.353		-3989.78		-3752.42
		6150		61.3626		0.330115		247.587		-4000.01		-3752.42
		6200		61.8615		0.359331		269.498		-4021.92		-3752.42
		6250		62.3603		0.367092		275.319		-4027.74		-3752.42
		6300		62.8592		0.347698		260.774		-4013.2		-3752.42
		6350		63.3581		0.334713		251.035		-4003.46		-3752.42
		6400		63.857		0.339582		254.686		-4007.11		-3752.42
		6450		64.3559		0.351035		263.276		-4015.7		-3752.42
		6500		64.8547		0.356653		267.489		-4019.91		-3752.42
		6550		65.3536		0.347473		260.604		-4013.03		-3752.42
		6600		65.8525		0.330506		247.88		-4000.3		-3752.42
		6650		66.3514		0.32787		245.903		-3998.33		-3752.42
		6700		66.8503		0.345813		259.36		-4011.78		-3752.42
		6750		67.3492		0.351827		263.87		-4016.29		-3752.42
		6800		67.848		0.338717		254.037		-4006.46		-3752.42
		6850		68.3469		0.335556		251.667		-4004.09		-3752.42
		6900		68.8458		0.347141		260.356		-4012.78		-3752.42
		6950		69.3447		0.351063		263.297		-4015.72		-3752.42
		7000		69.8436		0.347591		260.693		-4013.12		-3752.42
		7050		70.3425		0.341316		255.987		-4008.41		-3752.42
		7100		70.8413		0.339367		254.525		-4006.95		-3752.42
		7150		71.3402		0.344175		258.131		-4010.56		-3752.42
		7200		71.8391		0.351802		263.852		-4016.28		-3752.42
		7250		72.338		0.352109		264.082		-4016.51		-3752.42
		7300		72.8369		0.343039		257.279		-4009.7		-3752.42
		7350		73.3358		0.340315		255.236		-4007.66		-3752.42
		7400		73.8346		0.346358		259.768		-4012.19		-3752.42
		7450		74.3335		0.349291		261.968		-4014.39		-3752.42
		7500		74.8324		0.343287		257.465		-4009.89		-3752.42
		7550		75.3313		0.34203		256.522		-4008.95		-3752.42
		7600		75.8302		0.346668		260.001		-4012.42		-3752.42
		7650		76.329		0.349511		262.133		-4014.56		-3752.42
		7700		76.8279		0.344301		258.226		-4010.65		-3752.42
		7750		77.3268		0.335655		251.741		-4004.17		-3752.42
		7800		77.8257		0.336249		252.187		-4004.61		-3752.42
		7850		78.3246		0.339128		254.346		-4006.77		-3752.42
		7900		78.8235		0.335437		251.578		-4004		-3752.42
		7950		79.3223		0.331625		248.719		-4001.14		-3752.42
		8000		79.8212		0.340863		255.647		-4008.07		-3752.42
		8050		80.3201		0.354339		265.754		-4018.18		-3752.42
		8100		80.819		0.350229		262.672		-4015.1		-3752.42
		8150		81.3179		0.337462		253.097		-4005.52		-3752.42
		8200		81.8168		0.343625		257.719		-4010.14		-3752.42
		8250		82.3156		0.359958		269.968		-4022.39		-3752.42
		8300		82.8145		0.360774		270.58		-4023		-3752.42
		8350		83.3134		0.346323		259.743		-4012.17		-3752.42
		8400		83.8123		0.339404		254.553		-4006.98		-3752.42
		8450		84.3112		0.344918		258.688		-4011.11		-3752.42
		8500		84.8101		0.350399		262.799		-4015.22		-3752.42
		8550		85.3089		0.346287		259.715		-4012.14		-3752.42
		8600		85.8078		0.334398		250.799		-4003.22		-3752.42
		8650		86.3067		0.32499		243.743		-3996.17		-3752.42
		8700		86.8056		0.325419		244.064		-3996.49		-3752.42
		8750		87.3045		0.334355		250.766		-4003.19		-3752.42
		8800		87.8034		0.342136		256.602		-4009.03		-3752.42
		8850		88.3022		0.341194		255.895		-4008.32		-3752.42
		8900		88.8011		0.33707		252.802		-4005.23		-3752.42
		8950		89.3		0.345918		259.438		-4011.86		-3752.42
		9000		89.7989		0.359703		269.777		-4022.2		-3752.42
		9050		90.2978		0.356732		267.549		-4019.97		-3752.42
		9100		90.7966		0.339521		254.641		-4007.06		-3752.42
		9150		91.2955		0.333014		249.761		-4002.18		-3752.42
		9200		91.7944		0.343638		257.728		-4010.15		-3752.42
