		timesteps		t		Temperature		Kin		Pot		TotalE		MSD
		0		0		8.56404		6423.03		-4257.43		2165.6		1.39064e-312
		50		0.498883		6.33536		4751.52		-2586		2165.52		0.146884
		100		0.997765		4.18547		3139.11		-973.513		2165.59		0.402405
		150		1.49665		4.58361		3437.71		-1272.14		2165.56		0.607805
		200		1.99553		4.26666		3199.99		-1034.4		2165.6		0.80109
		250		2.49441		4.39245		3294.34		-1128.76		2165.58		0.969114
		300		2.9933		4.41256		3309.42		-1143.83		2165.59		1.12004
		350		3.49218		4.30544		3229.08		-1063.49		2165.59		1.26372
		400		3.99106		4.2759		3206.93		-1041.33		2165.59		1.4023
		450		4.48994		4.31288		3234.66		-1069.07		2165.59		1.54317
		500		4.98883		4.19106		3143.3		-977.701		2165.59		1.6921
		550		5.48771		4.13651		3102.38		-936.783		2165.6		1.82805
		600		5.98659		4.22999		3172.49		-1006.89		2165.6		1.9514
		650		6.48547		4.23498		3176.23		-1010.63		2165.6		2.06976
		700		6.98436		4.42002		3315.02		-1149.43		2165.59		2.17403
		750		7.48324		4.08143		3061.07		-895.458		2165.61		2.29479
		800		7.98212		4.18952		3142.14		-976.555		2165.59		2.43133
		850		8.48101		4.34055		3255.41		-1089.82		2165.6		2.58115
		900		8.97989		4.44969		3337.27		-1171.68		2165.59		2.74056
		950		9.47877		4.25047		3187.85		-1022.25		2165.6		2.92114
		1000		9.97765		4.20879		3156.59		-990.992		2165.6		3.10021
		1050		10.4765		4.2067		3155.03		-989.441		2165.59		3.27111
		1100		10.9754		4.21736		3163.02		-997.436		2165.59		3.43102
		1150		11.4743		4.27268		3204.51		-1038.92		2165.59		3.57579
		1200		11.9732		4.17752		3133.14		-967.542		2165.6		3.73567
		1250		12.4721		4.16305		3122.28		-956.675		2165.61		3.91064
		1300		12.9709		4.28419		3213.14		-1047.55		2165.59		4.09442
		1350		13.4698		4.21187		3158.9		-993.299		2165.6		4.29299
		1400		13.9687		4.10324		3077.43		-911.822		2165.61		4.48524
		1450		14.4676		4.05653		3042.4		-876.795		2165.61		4.65392
		1500		14.9665		4.07258		3054.43		-888.821		2165.61		4.80642
		1550		15.4654		4.13089		3098.17		-932.571		2165.59		4.95681
		1600		15.9642		4.15889		3119.17		-953.579		2165.59		5.11276
		1650		16.4631		4.09196		3068.97		-903.362		2165.61		5.25194
		1700		16.962		4.29321		3219.91		-1054.33		2165.57		5.38628
		1750		17.4609		4.06649		3049.87		-884.253		2165.61		5.52559
		1800		17.9598		4.4314		3323.55		-1157.96		2165.59		5.66776
		1850		18.4587		4.51645		3387.34		-1221.77		2165.57		5.81068
		1900		18.9575		4.23657		3177.43		-1011.82		2165.6		5.97039
		1950		19.4564		4.32531		3243.98		-1078.41		2165.58		6.13964
		2000		19.9553		4.1213		3090.97		-925.382		2165.59		6.30277
		2050		20.4542		3.97798		2983.49		-817.871		2165.62		6.43795
		2100		20.9531		4.24374		3182.81		-1017.22		2165.58		6.56876
		2150		21.452		4.27048		3202.86		-1037.27		2165.59		6.73767
		2200		21.9508		4.08175		3061.31		-895.716		2165.6		6.93701
		2250		22.4497		4.25042		3187.81		-1022.22		2165.6		7.13318
		2300		22.9486		4.12414		3093.1		-927.5		2165.6		7.32393
		2350		23.4475		4.17759		3133.19		-967.592		2165.6		7.49452
		2400		23.9464		4.3371		3252.82		-1087.24		2165.59		7.66604
		2450		24.4453		4.43137		3323.52		-1157.95		2165.57		7.85232
		2500		24.9441		4.37359		3280.2		-1114.63		2165.57		8.02545
		2550		25.443		4.0059		3004.42		-838.823		2165.6		8.18774
		2600		25.9419		4.10875		3081.56		-915.959		2165.6		8.33658
		2650		26.4408		4.33861		3253.96		-1088.37		2165.59		8.47202
		2700		26.9397		4.16487		3123.65		-958.043		2165.61		8.61655
		2750		27.4385		4.21659		3162.44		-996.832		2165.61		8.77144
		2800		27.9374		4.27279		3204.59		-1039		2165.59		8.9271
		2850		28.4363		4.13314		3099.86		-934.252		2165.61		9.0984
		2900		28.9352		4.11134		3083.51		-917.911		2165.6		9.28611
		2950		29.4341		4.17585		3131.89		-966.298		2165.59		9.4538
		3000		29.933		4.30527		3228.95		-1063.36		2165.59		9.56861
		3050		30.4318		4.33801		3253.5		-1087.92		2165.59		9.64035
		3100		30.9307		4.19319		3144.89		-979.308		2165.59		9.69378
		3150		31.4296		4.14663		3109.98		-944.363		2165.61		9.77971
		3200		31.9285		4.14381		3107.86		-942.249		2165.61		9.90476
		3250		32.4274		4.24723		3185.42		-1019.83		2165.59		10.0549
