		timesteps		time		Temperature		Kinetic Energy		Potential Energy		Total Energy
		1		0.00997765		2.52415		408.912		-2.58589		406.327
		2		0.0199553		2.52416		408.913		-2.58605		406.327
		3		0.029933		2.52416		408.914		-2.5862		406.328
		4		0.0399106		2.52417		408.915		-2.58635		406.329
		5		0.0498883		2.52417		408.916		-2.58651		406.329
		6		0.0598659		2.52418		408.916		-2.58666		406.33
		7		0.0698436		2.52418		408.917		-2.58682		406.33
		8		0.0798212		2.52419		408.918		-2.58697		406.331
		9		0.0897989		2.52419		408.919		-2.58712		406.332
		10		0.0997765		2.5242		408.92		-2.58728		406.332
		11		0.109754		2.5242		408.92		-2.58743		406.333
		12		0.119732		2.52421		408.921		-2.58759		406.334
		13		0.129709		2.52421		408.922		-2.58774		406.334
		14		0.139687		2.52422		408.923		-2.58789		406.335
		15		0.149665		2.52422		408.924		-2.58805		406.336
		16		0.159642		2.52423		408.925		-2.5882		406.336
		17		0.16962		2.52423		408.925		-2.58836		406.337
		18		0.179598		2.52424		408.926		-2.58851		406.338
		19		0.189575		2.52424		408.927		-2.58867		406.338
		20		0.199553		2.52425		408.928		-2.58882		406.339
		21		0.209531		2.52425		408.929		-2.58898		406.34
		22		0.219508		2.52426		408.93		-2.58913		406.34
		23		0.229486		2.52426		408.93		-2.58929		406.341
		24		0.239464		2.52427		408.931		-2.58945		406.342
		25		0.249441		2.52427		408.932		-2.5896		406.343
		26		0.259419		2.52428		408.933		-2.58976		406.343
		27		0.269397		2.52428		408.934		-2.58991		406.344
		28		0.279374		2.52429		408.935		-2.59007		406.345
		29		0.289352		2.52429		408.936		-2.59023		406.345
		30		0.29933		2.5243		408.936		-2.59038		406.346
		31		0.309307		2.5243		408.937		-2.59054		406.347
		32		0.319285		2.52431		408.938		-2.59069		406.347
		33		0.329263		2.52432		408.939		-2.59085		406.348
		34		0.33924		2.52432		408.94		-2.59101		406.349
		35		0.349218		2.52433		408.941		-2.59116		406.35
		36		0.359196		2.52433		408.942		-2.59132		406.35
		37		0.369173		2.52434		408.943		-2.59148		406.351
		38		0.379151		2.52434		408.943		-2.59164		406.352
		39		0.389128		2.52435		408.944		-2.59179		406.353
		40		0.399106		2.52435		408.945		-2.59195		406.353
		41		0.409084		2.52436		408.946		-2.59211		406.354
		42		0.419061		2.52436		408.947		-2.59227		406.355
		43		0.429039		2.52437		408.948		-2.59242		406.356
		44		0.439017		2.52438		408.949		-2.59258		406.356
		45		0.448994		2.52438		408.95		-2.59274		406.357
		46		0.458972		2.52439		408.951		-2.5929		406.358
		47		0.46895		2.52439		408.952		-2.59306		406.359
		48		0.478927		2.5244		408.953		-2.59321		406.359
		49		0.488905		2.5244		408.953		-2.59337		406.36
		50		0.498883		2.52441		408.954		-2.59353		406.361
		51		0.50886		2.52442		408.955		-2.59369		406.362
		52		0.518838		2.52442		408.956		-2.59385		406.362
		53		0.528816		2.52443		408.957		-2.59401		406.363
		54		0.538793		2.52443		408.958		-2.59417		406.364
		55		0.548771		2.52444		408.959		-2.59433		406.365
		56		0.558749		2.52444		408.96		-2.59449		406.365
		57		0.568726		2.52445		408.961		-2.59465		406.366
		58		0.578704		2.52446		408.962		-2.5948		406.367
		59		0.588682		2.52446		408.963		-2.59496		406.368
		60		0.598659		2.52447		408.964		-2.59512		406.369
		61		0.608637		2.52447		408.965		-2.59528		406.369
		62		0.618615		2.52448		408.966		-2.59544		406.37
		63		0.628592		2.52449		408.967		-2.5956		406.371
		64		0.63857		2.52449		408.968		-2.59576		406.372
		65		0.648547		2.5245		408.969		-2.59592		406.373
		66		0.658525		2.5245		408.969		-2.59609		406.373
		67		0.668503		2.52451		408.97		-2.59625		406.374
		68		0.67848		2.52451		408.971		-2.59641		406.375
		69		0.688458		2.52452		408.972		-2.59657		406.376
		70		0.698436		2.52453		408.973		-2.59673		406.377
		71		0.708413		2.52453		408.974		-2.59689		406.377
		72		0.718391		2.52454		408.975		-2.59705		406.378
		73		0.728369		2.52455		408.976		-2.59721		406.379
		74		0.738346		2.52455		408.977		-2.59737		406.38
		75		0.748324		2.52456		408.978		-2.59753		406.381
		76		0.758302		2.52456		408.979		-2.5977		406.382
		77		0.768279		2.52457		408.98		-2.59786		406.382
		78		0.778257		2.52458		408.981		-2.59802		406.383
		79		0.788235		2.52458		408.982		-2.59818		406.384
		80		0.798212		2.52459		408.983		-2.59834		406.385
		81		0.80819		2.52459		408.984		-2.5985		406.386
		82		0.818168		2.5246		408.985		-2.59867		406.387
		83		0.828145		2.52461		408.986		-2.59883		406.387
		84		0.838123		2.52461		408.987		-2.59899		406.388
		85		0.848101		2.52462		408.988		-2.59915		406.389
		86		0.858078		2.52463		408.989		-2.59932		406.39
		87		0.868056		2.52463		408.99		-2.59948		406.391
		88		0.878034		2.52464		408.991		-2.59964		406.392
		89		0.888011		2.52464		408.992		-2.59981		406.393
		90		0.897989		2.52465		408.994		-2.59997		406.394
		91		0.907966		2.52466		408.995		-2.60013		406.394
		92		0.917944		2.52466		408.996		-2.6003		406.395
		93		0.927922		2.52467		408.997		-2.60046		406.396
		94		0.937899		2.52468		408.998		-2.60062		406.397
		95		0.947877		2.52468		408.999		-2.60079		406.398
		96		0.957855		2.52469		409		-2.60095		406.399
		97		0.967832		2.5247		409.001		-2.60111		406.4
		98		0.97781		2.5247		409.002		-2.60128		406.401
		99		0.987788		2.52471		409.003		-2.60144		406.401
		100		0.997765		2.52472		409.004		-2.60161		406.402
		101		1.00774		2.52472		409.005		-2.60177		406.403
		101		1.00774		2.52472		409.005		-2.60177		406.403
		102		1.01772		2.52473		409.006		-2.60194		406.404
		103		1.0277		2.52474		409.007		-2.6021		406.405
		104		1.03768		2.52474		409.008		-2.60226		406.406
		105		1.04765		2.52475		409.009		-2.60243		406.407
		106		1.05763		2.52476		409.01		-2.60259		406.408
		107		1.06761		2.52476		409.011		-2.60276		406.409
		108		1.07759		2.52477		409.013		-2.60292		406.41
		109		1.08756		2.52478		409.014		-2.60309		406.411
		110		1.09754		2.52478		409.015		-2.60325		406.412
		111		1.10752		2.52479		409.016		-2.60342		406.412
		112		1.1175		2.5248		409.017		-2.60359		406.413
		113		1.12747		2.5248		409.018		-2.60375		406.414
		114		1.13745		2.52481		409.019		-2.60392		406.415
		115		1.14743		2.52482		409.02		-2.60408		406.416
		116		1.15741		2.52482		409.021		-2.60425		406.417
		117		1.16739		2.52483		409.022		-2.60442		406.418
		118		1.17736		2.52484		409.024		-2.60458		406.419
		119		1.18734		2.52484		409.025		-2.60475		406.42
		120		1.19732		2.52485		409.026		-2.60491		406.421
		121		1.2073		2.52486		409.027		-2.60508		406.422
		122		1.21727		2.52486		409.028		-2.60525		406.423
		123		1.22725		2.52487		409.029		-2.60541		406.424
		124		1.23723		2.52488		409.03		-2.60558		406.425
		125		1.24721		2.52489		409.031		-2.60575		406.426
		126		1.25718		2.52489		409.033		-2.60592		406.427
		127		1.26716		2.5249		409.034		-2.60608		406.428
		128		1.27714		2.52491		409.035		-2.60625		406.429
		129		1.28712		2.52491		409.036		-2.60642		406.43
		130		1.29709		2.52492		409.037		-2.60659		406.431
		131		1.30707		2.52493		409.038		-2.60675		406.432
		132		1.31705		2.52493		409.039		-2.60692		406.432
		133		1.32703		2.52494		409.041		-2.60709		406.433
		134		1.33701		2.52495		409.042		-2.60726		406.434
		135		1.34698		2.52496		409.043		-2.60742		406.435
		136		1.35696		2.52496		409.044		-2.60759		406.436
		137		1.36694		2.52497		409.045		-2.60776		406.437
		138		1.37692		2.52498		409.046		-2.60793		406.438
		139		1.38689		2.52498		409.048		-2.6081		406.439
		140		1.39687		2.52499		409.049		-2.60827		406.44
		141		1.40685		2.525		409.05		-2.60844		406.441
		142		1.41683		2.52501		409.051		-2.60861		406.442
		143		1.4268		2.52501		409.052		-2.60877		406.443
		144		1.43678		2.52502		409.053		-2.60894		406.444
		145		1.44676		2.52503		409.055		-2.60911		406.446
		146		1.45674		2.52504		409.056		-2.60928		406.447
		147		1.46672		2.52504		409.057		-2.60945		406.448
		148		1.47669		2.52505		409.058		-2.60962		406.449
		149		1.48667		2.52506		409.059		-2.60979		406.45
		150		1.49665		2.52507		409.061		-2.60996		406.451
		151		1.50663		2.52507		409.062		-2.61013		406.452
		152		1.5166		2.52508		409.063		-2.6103		406.453
		153		1.52658		2.52509		409.064		-2.61047		406.454
		154		1.53656		2.5251		409.065		-2.61064		406.455
		155		1.54654		2.5251		409.067		-2.61081		406.456
		156		1.55651		2.52511		409.068		-2.61098		406.457
		157		1.56649		2.52512		409.069		-2.61115		406.458
		158		1.57647		2.52513		409.07		-2.61132		406.459
		159		1.58645		2.52513		409.072		-2.61149		406.46
		160		1.59642		2.52514		409.073		-2.61166		406.461
		161		1.6064		2.52515		409.074		-2.61184		406.462
		162		1.61638		2.52516		409.075		-2.61201		406.463
		163		1.62636		2.52516		409.076		-2.61218		406.464
		164		1.63634		2.52517		409.078		-2.61235		406.465
		165		1.64631		2.52518		409.079		-2.61252		406.466
		166		1.65629		2.52519		409.08		-2.61269		406.467
		167		1.66627		2.52519		409.081		-2.61286		406.469
		168		1.67625		2.5252		409.083		-2.61304		406.47
		169		1.68622		2.52521		409.084		-2.61321		406.471
		170		1.6962		2.52522		409.085		-2.61338		406.472
		171		1.70618		2.52522		409.086		-2.61355		406.473
		172		1.71616		2.52523		409.088		-2.61372		406.474
		173		1.72613		2.52524		409.089		-2.6139		406.475
		174		1.73611		2.52525		409.09		-2.61407		406.476
		175		1.74609		2.52526		409.091		-2.61424		406.477
		176		1.75607		2.52526		409.093		-2.61441		406.478
		177		1.76604		2.52527		409.094		-2.61459		406.479
		178		1.77602		2.52528		409.095		-2.61476		406.481
		179		1.786		2.52529		409.097		-2.61493		406.482
		180		1.79598		2.5253		409.098		-2.6151		406.483
		181		1.80596		2.5253		409.099		-2.61528		406.484
		182		1.81593		2.52531		409.1		-2.61545		406.485
		183		1.82591		2.52532		409.102		-2.61562		406.486
		184		1.83589		2.52533		409.103		-2.6158		406.487
		185		1.84587		2.52534		409.104		-2.61597		406.488
		186		1.85584		2.52534		409.106		-2.61615		406.489
		187		1.86582		2.52535		409.107		-2.61632		406.491
		188		1.8758		2.52536		409.108		-2.61649		406.492
		189		1.88578		2.52537		409.11		-2.61667		406.493
		190		1.89575		2.52538		409.111		-2.61684		406.494
		191		1.90573		2.52538		409.112		-2.61702		406.495
		192		1.91571		2.52539		409.113		-2.61719		406.496
		193		1.92569		2.5254		409.115		-2.61736		406.497
		194		1.93566		2.52541		409.116		-2.61754		406.499
		195		1.94564		2.52542		409.117		-2.61771		406.5
		196		1.95562		2.52542		409.119		-2.61789		406.501
		197		1.9656		2.52543		409.12		-2.61806		406.502
		198		1.97558		2.52544		409.121		-2.61824		406.503
		199		1.98555		2.52545		409.123		-2.61841		406.504
		200		1.99553		2.52546		409.124		-2.61859		406.505
		201		2.00551		2.52547		409.125		-2.61876		406.507
		201		2.00551		2.52547		409.125		-2.61876		406.507
		202		2.01549		2.52547		409.127		-2.61894		406.508
		203		2.02546		2.52548		409.128		-2.61912		406.509
		204		2.03544		2.52549		409.129		-2.61929		406.51
		205		2.04542		2.5255		409.131		-2.61947		406.511
		206		2.0554		2.52551		409.132		-2.61964		406.512
		207		2.06537		2.52552		409.133		-2.61982		406.514
		208		2.07535		2.52552		409.135		-2.61999		406.515
		209		2.08533		2.52553		409.136		-2.62017		406.516
		210		2.09531		2.52554		409.138		-2.62035		406.517
		211		2.10528		2.52555		409.139		-2.62052		406.518
		212		2.11526		2.52556		409.14		-2.6207		406.52
		213		2.12524		2.52557		409.142		-2.62088		406.521
		214		2.13522		2.52557		409.143		-2.62105		406.522
		215		2.1452		2.52558		409.144		-2.62123		406.523
		216		2.15517		2.52559		409.146		-2.62141		406.524
		217		2.16515		2.5256		409.147		-2.62158		406.526
		218		2.17513		2.52561		409.149		-2.62176		406.527
		219		2.18511		2.52562		409.15		-2.62194		406.528
		220		2.19508		2.52563		409.151		-2.62212		406.529
		221		2.20506		2.52563		409.153		-2.62229		406.53
		222		2.21504		2.52564		409.154		-2.62247		406.532
		223		2.22502		2.52565		409.156		-2.62265		406.533
		224		2.23499		2.52566		409.157		-2.62283		406.534
		225		2.24497		2.52567		409.158		-2.623		406.535
		226		2.25495		2.52568		409.16		-2.62318		406.537
		227		2.26493		2.52569		409.161		-2.62336		406.538
		228		2.27491		2.52569		409.163		-2.62354		406.539
		229		2.28488		2.5257		409.164		-2.62372		406.54
		230		2.29486		2.52571		409.165		-2.6239		406.541
		231		2.30484		2.52572		409.167		-2.62407		406.543
		232		2.31482		2.52573		409.168		-2.62425		406.544
		233		2.32479		2.52574		409.17		-2.62443		406.545
		234		2.33477		2.52575		409.171		-2.62461		406.546
		235		2.34475		2.52576		409.173		-2.62479		406.548
		236		2.35473		2.52577		409.174		-2.62497		406.549
		237		2.3647		2.52577		409.175		-2.62515		406.55
		238		2.37468		2.52578		409.177		-2.62533		406.552
		239		2.38466		2.52579		409.178		-2.62551		406.553
		240		2.39464		2.5258		409.18		-2.62569		406.554
		241		2.40461		2.52581		409.181		-2.62587		406.555
		242		2.41459		2.52582		409.183		-2.62605		406.557
		243		2.42457		2.52583		409.184		-2.62623		406.558
		244		2.43455		2.52584		409.186		-2.62641		406.559
		245		2.44453		2.52585		409.187		-2.62659		406.56
		246		2.4545		2.52585		409.188		-2.62677		406.562
		247		2.46448		2.52586		409.19		-2.62695		406.563
		248		2.47446		2.52587		409.191		-2.62713		406.564
		249		2.48444		2.52588		409.193		-2.62731		406.566
		250		2.49441		2.52589		409.194		-2.62749		406.567
		251		2.50439		2.5259		409.196		-2.62767		406.568
		252		2.51437		2.52591		409.197		-2.62785		406.569
		253		2.52435		2.52592		409.199		-2.62803		406.571
		254		2.53432		2.52593		409.2		-2.62821		406.572
		255		2.5443		2.52594		409.202		-2.62839		406.573
		256		2.55428		2.52595		409.203		-2.62857		406.575
		257		2.56426		2.52595		409.205		-2.62875		406.576
		258		2.57423		2.52596		409.206		-2.62894		406.577
		259		2.58421		2.52597		409.208		-2.62912		406.579
		260		2.59419		2.52598		409.209		-2.6293		406.58
		261		2.60417		2.52599		409.211		-2.62948		406.581
		262		2.61415		2.526		409.212		-2.62966		406.583
		263		2.62412		2.52601		409.214		-2.62984		406.584
		264		2.6341		2.52602		409.215		-2.63003		406.585
		265		2.64408		2.52603		409.217		-2.63021		406.586
		266		2.65406		2.52604		409.218		-2.63039		406.588
		267		2.66403		2.52605		409.22		-2.63057		406.589
		268		2.67401		2.52606		409.221		-2.63076		406.59
		269		2.68399		2.52607		409.223		-2.63094		406.592
		270		2.69397		2.52608		409.224		-2.63112		406.593
		271		2.70394		2.52609		409.226		-2.6313		406.595
		272		2.71392		2.52609		409.227		-2.63149		406.596
		273		2.7239		2.5261		409.229		-2.63167		406.597
		274		2.73388		2.52611		409.23		-2.63185		406.599
		275		2.74385		2.52612		409.232		-2.63204		406.6
		276		2.75383		2.52613		409.233		-2.63222		406.601
		277		2.76381		2.52614		409.235		-2.6324		406.603
		278		2.77379		2.52615		409.237		-2.63259		406.604
		279		2.78377		2.52616		409.238		-2.63277		406.605
		280		2.79374		2.52617		409.24		-2.63295		406.607
		281		2.80372		2.52618		409.241		-2.63314		406.608
		282		2.8137		2.52619		409.243		-2.63332		406.609
		283		2.82368		2.5262		409.244		-2.6335		406.611
		284		2.83365		2.52621		409.246		-2.63369		406.612
		285		2.84363		2.52622		409.247		-2.63387		406.614
		286		2.85361		2.52623		409.249		-2.63406		406.615
		287		2.86359		2.52624		409.251		-2.63424		406.616
		288		2.87356		2.52625		409.252		-2.63443		406.618
		289		2.88354		2.52626		409.254		-2.63461		406.619
		290		2.89352		2.52627		409.255		-2.6348		406.621
		291		2.9035		2.52628		409.257		-2.63498		406.622
		292		2.91347		2.52629		409.259		-2.63517		406.623
		293		2.92345		2.5263		409.26		-2.63535		406.625
		294		2.93343		2.52631		409.262		-2.63554		406.626
		295		2.94341		2.52632		409.263		-2.63572		406.628
		296		2.95339		2.52633		409.265		-2.63591		406.629
		297		2.96336		2.52634		409.266		-2.63609		406.63
		298		2.97334		2.52635		409.268		-2.63628		406.632
		299		2.98332		2.52636		409.27		-2.63646		406.633
		300		2.9933		2.52637		409.271		-2.63665		406.635
		301		3.00327		2.52638		409.273		-2.63683		406.636
		301		3.00327		2.52638		409.273		-2.63683		406.636
		302		3.01325		2.52639		409.274		-2.63702		406.637
		303		3.02323		2.5264		409.276		-2.63721		406.639
		304		3.03321		2.52641		409.278		-2.63739		406.64
		305		3.04318		2.52642		409.279		-2.63758		406.642
		306		3.05316		2.52643		409.281		-2.63777		406.643
		307		3.06314		2.52644		409.283		-2.63795		406.645
		308		3.07312		2.52645		409.284		-2.63814		406.646
		309		3.08309		2.52646		409.286		-2.63833		406.648
		310		3.09307		2.52647		409.287		-2.63851		406.649
		311		3.10305		2.52648		409.289		-2.6387		406.65
		312		3.11303		2.52649		409.291		-2.63889		406.652
		313		3.12301		2.5265		409.292		-2.63907		406.653
		314		3.13298		2.52651		409.294		-2.63926		406.655
		315		3.14296		2.52652		409.296		-2.63945		406.656
		316		3.15294		2.52653		409.297		-2.63964		406.658
		317		3.16292		2.52654		409.299		-2.63982		406.659
		318		3.17289		2.52655		409.301		-2.64001		406.661
		319		3.18287		2.52656		409.302		-2.6402		406.662
		320		3.19285		2.52657		409.304		-2.64039		406.664
		321		3.20283		2.52658		409.306		-2.64057		406.665
		322		3.2128		2.52659		409.307		-2.64076		406.666
		323		3.22278		2.5266		409.309		-2.64095		406.668
		324		3.23276		2.52661		409.311		-2.64114		406.669
		325		3.24274		2.52662		409.312		-2.64133		406.671
		326		3.25272		2.52663		409.314		-2.64152		406.672
		327		3.26269		2.52664		409.316		-2.6417		406.674
		328		3.27267		2.52665		409.317		-2.64189		406.675
		329		3.28265		2.52666		409.319		-2.64208		406.677
		330		3.29263		2.52667		409.321		-2.64227		406.678
		331		3.3026		2.52668		409.322		-2.64246		406.68
		332		3.31258		2.52669		409.324		-2.64265		406.681
		333		3.32256		2.5267		409.326		-2.64284		406.683
		334		3.33254		2.52671		409.327		-2.64303		406.684
		335		3.34251		2.52672		409.329		-2.64322		406.686
		336		3.35249		2.52673		409.331		-2.64341		406.687
		337		3.36247		2.52674		409.332		-2.6436		406.689
		338		3.37245		2.52675		409.334		-2.64378		406.69
		339		3.38242		2.52676		409.336		-2.64397		406.692
		340		3.3924		2.52678		409.338		-2.64416		406.693
		341		3.40238		2.52679		409.339		-2.64435		406.695
		342		3.41236		2.5268		409.341		-2.64454		406.696
		343		3.42234		2.52681		409.343		-2.64473		406.698
		344		3.43231		2.52682		409.344		-2.64492		406.7
		345		3.44229		2.52683		409.346		-2.64512		406.701
		346		3.45227		2.52684		409.348		-2.64531		406.703
		347		3.46225		2.52685		409.35		-2.6455		406.704
		348		3.47222		2.52686		409.351		-2.64569		406.706
		349		3.4822		2.52687		409.353		-2.64588		406.707
		350		3.49218		2.52688		409.355		-2.64607		406.709
		351		3.50216		2.52689		409.357		-2.64626		406.71
		352		3.51213		2.5269		409.358		-2.64645		406.712
		353		3.52211		2.52691		409.36		-2.64664		406.713
		354		3.53209		2.52692		409.362		-2.64683		406.715
		355		3.54207		2.52694		409.364		-2.64702		406.717
		356		3.55204		2.52695		409.365		-2.64722		406.718
		357		3.56202		2.52696		409.367		-2.64741		406.72
		358		3.572		2.52697		409.369		-2.6476		406.721
		359		3.58198		2.52698		409.371		-2.64779		406.723
		360		3.59196		2.52699		409.372		-2.64798		406.724
		361		3.60193		2.527		409.374		-2.64818		406.726
		362		3.61191		2.52701		409.376		-2.64837		406.728
		363		3.62189		2.52702		409.378		-2.64856		406.729
		364		3.63187		2.52703		409.379		-2.64875		406.731
		365		3.64184		2.52704		409.381		-2.64894		406.732
		366		3.65182		2.52706		409.383		-2.64914		406.734
		367		3.6618		2.52707		409.385		-2.64933		406.735
		368		3.67178		2.52708		409.387		-2.64952		406.737
		369		3.68175		2.52709		409.388		-2.64971		406.739
		370		3.69173		2.5271		409.39		-2.64991		406.74
		371		3.70171		2.52711		409.392		-2.6501		406.742
		372		3.71169		2.52712		409.394		-2.65029		406.743
		373		3.72166		2.52713		409.395		-2.65049		406.745
		374		3.73164		2.52714		409.397		-2.65068		406.747
		375		3.74162		2.52715		409.399		-2.65087		406.748
		376		3.7516		2.52717		409.401		-2.65107		406.75
		377		3.76158		2.52718		409.403		-2.65126		406.751
		378		3.77155		2.52719		409.405		-2.65145		406.753
		379		3.78153		2.5272		409.406		-2.65165		406.755
		380		3.79151		2.52721		409.408		-2.65184		406.756
		381		3.80149		2.52722		409.41		-2.65204		406.758
		382		3.81146		2.52723		409.412		-2.65223		406.76
		383		3.82144		2.52724		409.414		-2.65242		406.761
		384		3.83142		2.52726		409.415		-2.65262		406.763
		385		3.8414		2.52727		409.417		-2.65281		406.764
		386		3.85137		2.52728		409.419		-2.65301		406.766
		387		3.86135		2.52729		409.421		-2.6532		406.768
		388		3.87133		2.5273		409.423		-2.6534		406.769
		389		3.88131		2.52731		409.425		-2.65359		406.771
		390		3.89128		2.52732		409.426		-2.65379		406.773
		391		3.90126		2.52733		409.428		-2.65398		406.774
		392		3.91124		2.52735		409.43		-2.65418		406.776
		393		3.92122		2.52736		409.432		-2.65437		406.778
		394		3.9312		2.52737		409.434		-2.65457		406.779
		395		3.94117		2.52738		409.436		-2.65476		406.781
		396		3.95115		2.52739		409.437		-2.65496		406.783
		397		3.96113		2.5274		409.439		-2.65515		406.784
		398		3.97111		2.52741		409.441		-2.65535		406.786
		399		3.98108		2.52743		409.443		-2.65554		406.788
		400		3.99106		2.52744		409.445		-2.65574		406.789
		401		4.00104		2.52745		409.447		-2.65594		406.791
		401		4.00104		2.52745		409.447		-2.65594		406.791
		402		4.01102		2.52746		409.449		-2.65613		406.793
		403		4.02099		2.52747		409.451		-2.65633		406.794
		404		4.03097		2.52748		409.452		-2.65652		406.796
		405		4.04095		2.5275		409.454		-2.65672		406.798
		406		4.05093		2.52751		409.456		-2.65692		406.799
		407		4.0609		2.52752		409.458		-2.65711		406.801
		408		4.07088		2.52753		409.46		-2.65731		406.803
		409		4.08086		2.52754		409.462		-2.65751		406.804
		410		4.09084		2.52755		409.464		-2.6577		406.806
		411		4.10082		2.52757		409.466		-2.6579		406.808
		412		4.11079		2.52758		409.468		-2.6581		406.809
		413		4.12077		2.52759		409.469		-2.6583		406.811
		414		4.13075		2.5276		409.471		-2.65849		406.813
		415		4.14073		2.52761		409.473		-2.65869		406.815
		416		4.1507		2.52762		409.475		-2.65889		406.816
		417		4.16068		2.52764		409.477		-2.65908		406.818
		418		4.17066		2.52765		409.479		-2.65928		406.82
		419		4.18064		2.52766		409.481		-2.65948		406.821
		420		4.19061		2.52767		409.483		-2.65968		406.823
		421		4.20059		2.52768		409.485		-2.65988		406.825
		422		4.21057		2.5277		409.487		-2.66007		406.827
		423		4.22055		2.52771		409.489		-2.66027		406.828
		424		4.23053		2.52772		409.49		-2.66047		406.83
		425		4.2405		2.52773		409.492		-2.66067		406.832
		426		4.25048		2.52774		409.494		-2.66087		406.833
		427		4.26046		2.52775		409.496		-2.66107		406.835
		428		4.27044		2.52777		409.498		-2.66126		406.837
		429		4.28041		2.52778		409.5		-2.66146		406.839
		430		4.29039		2.52779		409.502		-2.66166		406.84
		431		4.30037		2.5278		409.504		-2.66186		406.842
		432		4.31035		2.52781		409.506		-2.66206		406.844
		433		4.32032		2.52783		409.508		-2.66226		406.846
		434		4.3303		2.52784		409.51		-2.66246		406.847
		435		4.34028		2.52785		409.512		-2.66266		406.849
		436		4.35026		2.52786		409.514		-2.66286		406.851
		437		4.36023		2.52787		409.516		-2.66306		406.853
		438		4.37021		2.52789		409.518		-2.66325		406.854
		439		4.38019		2.5279		409.52		-2.66345		406.856
		440		4.39017		2.52791		409.522		-2.66365		406.858
		441		4.40015		2.52792		409.524		-2.66385		406.86
		442		4.41012		2.52794		409.526		-2.66405		406.862
		443		4.4201		2.52795		409.528		-2.66425		406.863
		444		4.43008		2.52796		409.53		-2.66445		406.865
		445		4.44006		2.52797		409.532		-2.66465		406.867
		446		4.45003		2.52798		409.533		-2.66485		406.869
		447		4.46001		2.528		409.535		-2.66505		406.87
		448		4.46999		2.52801		409.537		-2.66526		406.872
		449		4.47997		2.52802		409.539		-2.66546		406.874
		450		4.48994		2.52803		409.541		-2.66566		406.876
		451		4.49992		2.52805		409.543		-2.66586		406.878
		452		4.5099		2.52806		409.545		-2.66606		406.879
		453		4.51988		2.52807		409.547		-2.66626		406.881
		454		4.52985		2.52808		409.549		-2.66646		406.883
		455		4.53983		2.5281		409.551		-2.66666		406.885
		456		4.54981		2.52811		409.553		-2.66686		406.887
		457		4.55979		2.52812		409.555		-2.66706		406.888
		458		4.56977		2.52813		409.557		-2.66727		406.89
		459		4.57974		2.52815		409.559		-2.66747		406.892
		460		4.58972		2.52816		409.562		-2.66767		406.894
		461		4.5997		2.52817		409.564		-2.66787		406.896
		462		4.60968		2.52818		409.566		-2.66807		406.897
		463		4.61965		2.52819		409.568		-2.66827		406.899
		464		4.62963		2.52821		409.57		-2.66848		406.901
		465		4.63961		2.52822		409.572		-2.66868		406.903
		466		4.64959		2.52823		409.574		-2.66888		406.905
		467		4.65956		2.52825		409.576		-2.66908		406.907
		468		4.66954		2.52826		409.578		-2.66929		406.908
		469		4.67952		2.52827		409.58		-2.66949		406.91
		470		4.6895		2.52828		409.582		-2.66969		406.912
		471		4.69947		2.5283		409.584		-2.66989		406.914
		472		4.70945		2.52831		409.586		-2.6701		406.916
		473		4.71943		2.52832		409.588		-2.6703		406.918
		474		4.72941		2.52833		409.59		-2.6705		406.92
		475		4.73939		2.52835		409.592		-2.6707		406.921
		476		4.74936		2.52836		409.594		-2.67091		406.923
		477		4.75934		2.52837		409.596		-2.67111		406.925
		478		4.76932		2.52838		409.598		-2.67131		406.927
		479		4.7793		2.5284		409.6		-2.67152		406.929
		480		4.78927		2.52841		409.602		-2.67172		406.931
		481		4.79925		2.52842		409.604		-2.67192		406.933
		482		4.80923		2.52844		409.607		-2.67213		406.934
		483		4.81921		2.52845		409.609		-2.67233		406.936
		484		4.82918		2.52846		409.611		-2.67254		406.938
		485		4.83916		2.52847		409.613		-2.67274		406.94
		486		4.84914		2.52849		409.615		-2.67294		406.942
		487		4.85912		2.5285		409.617		-2.67315		406.944
		488		4.86909		2.52851		409.619		-2.67335		406.946
		489		4.87907		2.52853		409.621		-2.67356		406.948
		490		4.88905		2.52854		409.623		-2.67376		406.949
		491		4.89903		2.52855		409.625		-2.67397		406.951
		492		4.90901		2.52856		409.627		-2.67417		406.953
		493		4.91898		2.52858		409.629		-2.67437		406.955
		494		4.92896		2.52859		409.632		-2.67458		406.957
		495		4.93894		2.5286		409.634		-2.67478		406.959
		496		4.94892		2.52862		409.636		-2.67499		406.961
		497		4.95889		2.52863		409.638		-2.67519		406.963
		498		4.96887		2.52864		409.64		-2.6754		406.965
		499		4.97885		2.52866		409.642		-2.67561		406.967
		500		4.98883		2.52867		409.644		-2.67581		406.968
		501		4.9988		2.52868		409.646		-2.67602		406.97
		501		4.9988		2.52868		409.646		-2.67602		406.97
		502		5.00878		2.52869		409.648		-2.67622		406.972
		503		5.01876		2.52871		409.651		-2.67643		406.974
		504		5.02874		2.52872		409.653		-2.67663		406.976
		505		5.03872		2.52873		409.655		-2.67684		406.978
		506		5.04869		2.52875		409.657		-2.67704		406.98
		507		5.05867		2.52876		409.659		-2.67725		406.982
		508		5.06865		2.52877		409.661		-2.67746		406.984
		509		5.07863		2.52879		409.663		-2.67766		406.986
		510		5.0886		2.5288		409.666		-2.67787		406.988
		511		5.09858		2.52881		409.668		-2.67808		406.99
		512		5.10856		2.52883		409.67		-2.67828		406.992
