		timesteps		time		Temperature		Kinetic Energy		Potential Energy		Total Energy
		5231		52.1931		2.59238		419.965		-3.41536		416.55
		5232		52.2031		2.59239		419.966		-3.4154		416.551
		5233		52.2131		2.59239		419.967		-3.41543		416.552
		5234		52.223		2.5924		419.968		-3.41547		416.553
		5235		52.233		2.5924		419.969		-3.41551		416.554
		5236		52.243		2.59241		419.97		-3.41555		416.555
		5237		52.253		2.59241		419.971		-3.41559		416.556
		5238		52.2629		2.59242		419.972		-3.41562		416.556
		5239		52.2729		2.59243		419.973		-3.41566		416.557
		5240		52.2829		2.59243		419.974		-3.4157		416.558
		5241		52.2929		2.59244		419.975		-3.41574		416.559
		5242		52.3029		2.59244		419.976		-3.41578		416.56
		5243		52.3128		2.59245		419.977		-3.41581		416.561
		5244		52.3228		2.59246		419.978		-3.41585		416.562
		5245		52.3328		2.59246		419.979		-3.41589		416.563
		5246		52.3428		2.59247		419.98		-3.41593		416.564
		5247		52.3527		2.59247		419.981		-3.41597		416.565
		5248		52.3627		2.59248		419.982		-3.416		416.566
		5249		52.3727		2.59249		419.983		-3.41604		416.567
		5250		52.3827		2.59249		419.984		-3.41608		416.567
		5251		52.3927		2.5925		419.985		-3.41612		416.568
		5252		52.4026		2.5925		419.986		-3.41616		416.569
		5253		52.4126		2.59251		419.986		-3.4162		416.57
		5254		52.4226		2.59252		419.987		-3.41623		416.571
		5255		52.4326		2.59252		419.988		-3.41627		416.572
		5256		52.4425		2.59253		419.989		-3.41631		416.573
		5257		52.4525		2.59253		419.99		-3.41635		416.574
		5258		52.4625		2.59254		419.991		-3.41639		416.575
		5259		52.4725		2.59255		419.992		-3.41642		416.576
		5260		52.4825		2.59255		419.993		-3.41646		416.577
		5261		52.4924		2.59256		419.994		-3.4165		416.578
		5262		52.5024		2.59256		419.995		-3.41654		416.579
		5263		52.5124		2.59257		419.996		-3.41658		416.58
		5264		52.5224		2.59258		419.997		-3.41662		416.581
		5265		52.5323		2.59258		419.998		-3.41665		416.582
		5266		52.5423		2.59259		419.999		-3.41669		416.583
		5267		52.5523		2.59259		420		-3.41673		416.583
		5268		52.5623		2.5926		420.001		-3.41677		416.584
		5269		52.5723		2.59261		420.002		-3.41681		416.585
		5270		52.5822		2.59261		420.003		-3.41685		416.586
		5271		52.5922		2.59262		420.004		-3.41689		416.587
		5272		52.6022		2.59262		420.005		-3.41692		416.588
		5273		52.6122		2.59263		420.006		-3.41696		416.589
		5274		52.6221		2.59264		420.007		-3.417		416.59
		5275		52.6321		2.59264		420.008		-3.41704		416.591
		5276		52.6421		2.59265		420.009		-3.41708		416.592
		5277		52.6521		2.59266		420.01		-3.41712		416.593
		5278		52.6621		2.59266		420.011		-3.41716		416.594
		5279		52.672		2.59267		420.012		-3.41719		416.595
		5280		52.682		2.59267		420.013		-3.41723		416.596
		5281		52.692		2.59268		420.014		-3.41727		416.597
		5282		52.702		2.59269		420.015		-3.41731		416.598
		5283		52.7119		2.59269		420.016		-3.41735		416.599
		5284		52.7219		2.5927		420.017		-3.41739		416.6
		5285		52.7319		2.5927		420.018		-3.41743		416.601
		5286		52.7419		2.59271		420.019		-3.41746		416.602
		5287		52.7519		2.59272		420.02		-3.4175		416.603
		5288		52.7618		2.59272		420.021		-3.41754		416.604
		5289		52.7718		2.59273		420.022		-3.41758		416.605
		5290		52.7818		2.59274		420.023		-3.41762		416.606
		5291		52.7918		2.59274		420.024		-3.41766		416.607
		5292		52.8017		2.59275		420.025		-3.4177		416.608
		5293		52.8117		2.59276		420.026		-3.41774		416.609
		5294		52.8217		2.59276		420.027		-3.41778		416.61
		5295		52.8317		2.59277		420.028		-3.41781		416.611
		5296		52.8417		2.59277		420.029		-3.41785		416.612
		5297		52.8516		2.59278		420.03		-3.41789		416.613
		5298		52.8616		2.59279		420.031		-3.41793		416.614
		5299		52.8716		2.59279		420.033		-3.41797		416.615
		5300		52.8816		2.5928		420.034		-3.41801		416.616
		5301		52.8915		2.59281		420.035		-3.41805		416.617
		5301		52.8915		2.59281		420.035		-3.41805		416.617
		5302		52.9015		2.59281		420.036		-3.41809		416.618
		5303		52.9115		2.59282		420.037		-3.41813		416.619
		5304		52.9215		2.59283		420.038		-3.41816		416.62
		5305		52.9315		2.59283		420.039		-3.4182		416.621
		5306		52.9414		2.59284		420.04		-3.41824		416.622
		5307		52.9514		2.59284		420.041		-3.41828		416.623
		5308		52.9614		2.59285		420.042		-3.41832		416.624
		5309		52.9714		2.59286		420.043		-3.41836		416.625
		5310		52.9813		2.59286		420.044		-3.4184		416.626
		5311		52.9913		2.59287		420.045		-3.41844		416.627
		5312		53.0013		2.59288		420.046		-3.41848		416.628
		5313		53.0113		2.59288		420.047		-3.41852		416.629
		5314		53.0213		2.59289		420.048		-3.41856		416.63
		5315		53.0312		2.5929		420.049		-3.4186		416.631
		5316		53.0412		2.5929		420.05		-3.41864		416.632
		5317		53.0512		2.59291		420.051		-3.41867		416.633
		5318		53.0612		2.59292		420.052		-3.41871		416.634
		5319		53.0711		2.59292		420.053		-3.41875		416.635
		5320		53.0811		2.59293		420.055		-3.41879		416.636
		5321		53.0911		2.59294		420.056		-3.41883		416.637
		5322		53.1011		2.59294		420.057		-3.41887		416.638
		5323		53.111		2.59295		420.058		-3.41891		416.639
		5324		53.121		2.59296		420.059		-3.41895		416.64
		5325		53.131		2.59296		420.06		-3.41899		416.641
		5326		53.141		2.59297		420.061		-3.41903		416.642
		5327		53.151		2.59298		420.062		-3.41907		416.643
		5328		53.1609		2.59298		420.063		-3.41911		416.644
		5329		53.1709		2.59299		420.064		-3.41915		416.645
		5330		53.1809		2.593		420.065		-3.41919		416.646
		5331		53.1909		2.593		420.066		-3.41923		416.647
		5332		53.2008		2.59301		420.067		-3.41927		416.648
		5333		53.2108		2.59302		420.068		-3.41931		416.649
		5334		53.2208		2.59302		420.07		-3.41935		416.65
		5335		53.2308		2.59303		420.071		-3.41939		416.651
		5336		53.2408		2.59304		420.072		-3.41943		416.652
		5337		53.2507		2.59304		420.073		-3.41947		416.653
		5338		53.2607		2.59305		420.074		-3.4195		416.654
		5339		53.2707		2.59306		420.075		-3.41954		416.655
		5340		53.2807		2.59306		420.076		-3.41958		416.656
		5341		53.2906		2.59307		420.077		-3.41962		416.658
		5342		53.3006		2.59308		420.078		-3.41966		416.659
		5343		53.3106		2.59308		420.079		-3.4197		416.66
		5344		53.3206		2.59309		420.08		-3.41974		416.661
		5345		53.3306		2.5931		420.082		-3.41978		416.662
		5346		53.3405		2.5931		420.083		-3.41982		416.663
		5347		53.3505		2.59311		420.084		-3.41986		416.664
		5348		53.3605		2.59312		420.085		-3.4199		416.665
		5349		53.3705		2.59312		420.086		-3.41994		416.666
		5350		53.3804		2.59313		420.087		-3.41998		416.667
		5351		53.3904		2.59314		420.088		-3.42002		416.668
		5352		53.4004		2.59314		420.089		-3.42006		416.669
		5353		53.4104		2.59315		420.09		-3.4201		416.67
		5354		53.4204		2.59316		420.092		-3.42014		416.671
		5355		53.4303		2.59316		420.093		-3.42018		416.672
		5356		53.4403		2.59317		420.094		-3.42022		416.674
		5357		53.4503		2.59318		420.095		-3.42026		416.675
		5358		53.4603		2.59318		420.096		-3.42031		416.676
		5359		53.4702		2.59319		420.097		-3.42035		416.677
		5360		53.4802		2.5932		420.098		-3.42039		416.678
		5361		53.4902		2.59321		420.099		-3.42043		416.679
		5362		53.5002		2.59321		420.1		-3.42047		416.68
		5363		53.5102		2.59322		420.102		-3.42051		416.681
		5364		53.5201		2.59323		420.103		-3.42055		416.682
		5365		53.5301		2.59323		420.104		-3.42059		416.683
		5366		53.5401		2.59324		420.105		-3.42063		416.684
		5367		53.5501		2.59325		420.106		-3.42067		416.685
		5368		53.56		2.59325		420.107		-3.42071		416.687
		5369		53.57		2.59326		420.108		-3.42075		416.688
		5370		53.58		2.59327		420.109		-3.42079		416.689
		5371		53.59		2.59328		420.111		-3.42083		416.69
		5372		53.6		2.59328		420.112		-3.42087		416.691
		5373		53.6099		2.59329		420.113		-3.42091		416.692
		5374		53.6199		2.5933		420.114		-3.42095		416.693
		5375		53.6299		2.5933		420.115		-3.42099		416.694
		5376		53.6399		2.59331		420.116		-3.42103		416.695
		5377		53.6498		2.59332		420.117		-3.42107		416.696
		5378		53.6598		2.59332		420.119		-3.42111		416.698
		5379		53.6698		2.59333		420.12		-3.42116		416.699
		5380		53.6798		2.59334		420.121		-3.4212		416.7
		5381		53.6898		2.59335		420.122		-3.42124		416.701
		5382		53.6997		2.59335		420.123		-3.42128		416.702
		5383		53.7097		2.59336		420.124		-3.42132		416.703
		5384		53.7197		2.59337		420.126		-3.42136		416.704
		5385		53.7297		2.59337		420.127		-3.4214		416.705
		5386		53.7396		2.59338		420.128		-3.42144		416.706
		5387		53.7496		2.59339		420.129		-3.42148		416.708
		5388		53.7596		2.5934		420.13		-3.42152		416.709
		5389		53.7696		2.5934		420.131		-3.42156		416.71
		5390		53.7796		2.59341		420.132		-3.42161		416.711
		5391		53.7895		2.59342		420.134		-3.42165		416.712
		5392		53.7995		2.59342		420.135		-3.42169		416.713
		5393		53.8095		2.59343		420.136		-3.42173		416.714
		5394		53.8195		2.59344		420.137		-3.42177		416.715
		5395		53.8294		2.59345		420.138		-3.42181		416.717
		5396		53.8394		2.59345		420.14		-3.42185		416.718
		5397		53.8494		2.59346		420.141		-3.42189		416.719
		5398		53.8594		2.59347		420.142		-3.42193		416.72
		5399		53.8694		2.59348		420.143		-3.42198		416.721
		5400		53.8793		2.59348		420.144		-3.42202		416.722
		5401		53.8893		2.59349		420.145		-3.42206		416.723
		5401		53.8893		2.59349		420.145		-3.42206		416.723
		5402		53.8993		2.5935		420.147		-3.4221		416.724
		5403		53.9093		2.5935		420.148		-3.42214		416.726
		5404		53.9192		2.59351		420.149		-3.42218		416.727
		5405		53.9292		2.59352		420.15		-3.42222		416.728
		5406		53.9392		2.59353		420.151		-3.42227		416.729
		5407		53.9492		2.59353		420.153		-3.42231		416.73
		5408		53.9592		2.59354		420.154		-3.42235		416.731
		5409		53.9691		2.59355		420.155		-3.42239		416.733
		5410		53.9791		2.59356		420.156		-3.42243		416.734
		5411		53.9891		2.59356		420.157		-3.42247		416.735
		5412		53.9991		2.59357		420.158		-3.42251		416.736
		5413		54.009		2.59358		420.16		-3.42256		416.737
		5414		54.019		2.59359		420.161		-3.4226		416.738
		5415		54.029		2.59359		420.162		-3.42264		416.739
		5416		54.039		2.5936		420.163		-3.42268		416.741
		5417		54.0489		2.59361		420.164		-3.42272		416.742
		5418		54.0589		2.59362		420.166		-3.42277		416.743
		5419		54.0689		2.59362		420.167		-3.42281		416.744
		5420		54.0789		2.59363		420.168		-3.42285		416.745
		5421		54.0889		2.59364		420.169		-3.42289		416.746
		5422		54.0988		2.59365		420.171		-3.42293		416.748
		5423		54.1088		2.59365		420.172		-3.42297		416.749
		5424		54.1188		2.59366		420.173		-3.42302		416.75
		5425		54.1288		2.59367		420.174		-3.42306		416.751
		5426		54.1387		2.59368		420.175		-3.4231		416.752
		5427		54.1487		2.59368		420.177		-3.42314		416.753
		5428		54.1587		2.59369		420.178		-3.42318		416.755
		5429		54.1687		2.5937		420.179		-3.42323		416.756
		5430		54.1787		2.59371		420.18		-3.42327		416.757
		5431		54.1886		2.59371		420.182		-3.42331		416.758
		5432		54.1986		2.59372		420.183		-3.42335		416.759
		5433		54.2086		2.59373		420.184		-3.4234		416.761
		5434		54.2186		2.59374		420.185		-3.42344		416.762
		5435		54.2285		2.59374		420.186		-3.42348		416.763
		5436		54.2385		2.59375		420.188		-3.42352		416.764
		5437		54.2485		2.59376		420.189		-3.42357		416.765
		5438		54.2585		2.59377		420.19		-3.42361		416.767
		5439		54.2685		2.59377		420.191		-3.42365		416.768
		5440		54.2784		2.59378		420.193		-3.42369		416.769
		5441		54.2884		2.59379		420.194		-3.42373		416.77
		5442		54.2984		2.5938		420.195		-3.42378		416.771
		5443		54.3084		2.5938		420.196		-3.42382		416.773
		5444		54.3183		2.59381		420.198		-3.42386		416.774
		5445		54.3283		2.59382		420.199		-3.42391		416.775
		5446		54.3383		2.59383		420.2		-3.42395		416.776
		5447		54.3483		2.59384		420.201		-3.42399		416.777
		5448		54.3583		2.59384		420.203		-3.42403		416.779
		5449		54.3682		2.59385		420.204		-3.42408		416.78
		5450		54.3782		2.59386		420.205		-3.42412		416.781
		5451		54.3882		2.59387		420.206		-3.42416		416.782
		5452		54.3982		2.59387		420.208		-3.4242		416.783
		5453		54.4081		2.59388		420.209		-3.42425		416.785
		5454		54.4181		2.59389		420.21		-3.42429		416.786
		5455		54.4281		2.5939		420.211		-3.42433		416.787
		5456		54.4381		2.59391		420.213		-3.42438		416.788
		5457		54.4481		2.59391		420.214		-3.42442		416.79
		5458		54.458		2.59392		420.215		-3.42446		416.791
		5459		54.468		2.59393		420.216		-3.4245		416.792
		5460		54.478		2.59394		420.218		-3.42455		416.793
		5461		54.488		2.59394		420.219		-3.42459		416.794
		5462		54.4979		2.59395		420.22		-3.42463		416.796
		5463		54.5079		2.59396		420.222		-3.42468		416.797
		5464		54.5179		2.59397		420.223		-3.42472		416.798
		5465		54.5279		2.59398		420.224		-3.42476		416.799
		5466		54.5379		2.59398		420.225		-3.42481		416.801
		5467		54.5478		2.59399		420.227		-3.42485		416.802
		5468		54.5578		2.594		420.228		-3.42489		416.803
		5469		54.5678		2.59401		420.229		-3.42494		416.804
		5470		54.5778		2.59402		420.231		-3.42498		416.806
		5471		54.5877		2.59402		420.232		-3.42502		416.807
		5472		54.5977		2.59403		420.233		-3.42507		416.808
		5473		54.6077		2.59404		420.234		-3.42511		416.809
		5474		54.6177		2.59405		420.236		-3.42515		416.811
		5475		54.6277		2.59406		420.237		-3.4252		416.812
		5476		54.6376		2.59406		420.238		-3.42524		416.813
		5477		54.6476		2.59407		420.24		-3.42529		416.814
		5478		54.6576		2.59408		420.241		-3.42533		416.816
		5479		54.6676		2.59409		420.242		-3.42537		416.817
		5480		54.6775		2.5941		420.243		-3.42542		416.818
		5481		54.6875		2.5941		420.245		-3.42546		416.819
		5482		54.6975		2.59411		420.246		-3.4255		416.821
		5483		54.7075		2.59412		420.247		-3.42555		416.822
		5484		54.7175		2.59413		420.249		-3.42559		416.823
		5485		54.7274		2.59414		420.25		-3.42564		416.824
		5486		54.7374		2.59414		420.251		-3.42568		416.826
		5487		54.7474		2.59415		420.253		-3.42572		416.827
		5488		54.7574		2.59416		420.254		-3.42577		416.828
		5489		54.7673		2.59417		420.255		-3.42581		416.829
		5490		54.7773		2.59418		420.257		-3.42586		416.831
		5491		54.7873		2.59418		420.258		-3.4259		416.832
		5492		54.7973		2.59419		420.259		-3.42594		416.833
		5493		54.8073		2.5942		420.261		-3.42599		416.835
		5494		54.8172		2.59421		420.262		-3.42603		416.836
		5495		54.8272		2.59422		420.263		-3.42608		416.837
		5496		54.8372		2.59423		420.264		-3.42612		416.838
		5497		54.8472		2.59423		420.266		-3.42616		416.84
		5498		54.8571		2.59424		420.267		-3.42621		416.841
		5499		54.8671		2.59425		420.268		-3.42625		416.842
		5500		54.8771		2.59426		420.27		-3.4263		416.844
		5501		54.8871		2.59427		420.271		-3.42634		416.845
		5501		54.8871		2.59427		420.271		-3.42634		416.845
		5502		54.897		2.59427		420.272		-3.42639		416.846
		5503		54.907		2.59428		420.274		-3.42643		416.847
		5504		54.917		2.59429		420.275		-3.42648		416.849
		5505		54.927		2.5943		420.276		-3.42652		416.85
		5506		54.937		2.59431		420.278		-3.42656		416.851
		5507		54.9469		2.59432		420.279		-3.42661		416.853
		5508		54.9569		2.59432		420.281		-3.42665		416.854
		5509		54.9669		2.59433		420.282		-3.4267		416.855
		5510		54.9769		2.59434		420.283		-3.42674		416.856
		5511		54.9868		2.59435		420.285		-3.42679		416.858
		5512		54.9968		2.59436		420.286		-3.42683		416.859
		5513		55.0068		2.59437		420.287		-3.42688		416.86
		5514		55.0168		2.59437		420.289		-3.42692		416.862
		5515		55.0268		2.59438		420.29		-3.42697		416.863
		5516		55.0367		2.59439		420.291		-3.42701		416.864
		5517		55.0467		2.5944		420.293		-3.42706		416.866
		5518		55.0567		2.59441		420.294		-3.4271		416.867
		5519		55.0667		2.59442		420.295		-3.42715		416.868
		5520		55.0766		2.59442		420.297		-3.42719		416.87
		5521		55.0866		2.59443		420.298		-3.42724		416.871
		5522		55.0966		2.59444		420.299		-3.42728		416.872
		5523		55.1066		2.59445		420.301		-3.42733		416.874
		5524		55.1166		2.59446		420.302		-3.42737		416.875
		5525		55.1265		2.59447		420.304		-3.42742		416.876
		5526		55.1365		2.59448		420.305		-3.42746		416.878
		5527		55.1465		2.59448		420.306		-3.42751		416.879
		5528		55.1565		2.59449		420.308		-3.42755		416.88
		5529		55.1664		2.5945		420.309		-3.4276		416.882
		5530		55.1764		2.59451		420.31		-3.42765		416.883
		5531		55.1864		2.59452		420.312		-3.42769		416.884
		5532		55.1964		2.59453		420.313		-3.42774		416.886
		5533		55.2064		2.59453		420.315		-3.42778		416.887
		5534		55.2163		2.59454		420.316		-3.42783		416.888
		5535		55.2263		2.59455		420.317		-3.42787		416.89
		5536		55.2363		2.59456		420.319		-3.42792		416.891
		5537		55.2463		2.59457		420.32		-3.42796		416.892
		5538		55.2562		2.59458		420.322		-3.42801		416.894
		5539		55.2662		2.59459		420.323		-3.42806		416.895
		5540		55.2762		2.59459		420.324		-3.4281		416.896
		5541		55.2862		2.5946		420.326		-3.42815		416.898
		5542		55.2962		2.59461		420.327		-3.42819		416.899
		5543		55.3061		2.59462		420.329		-3.42824		416.9
		5544		55.3161		2.59463		420.33		-3.42829		416.902
		5545		55.3261		2.59464		420.331		-3.42833		416.903
		5546		55.3361		2.59465		420.333		-3.42838		416.904
		5547		55.346		2.59466		420.334		-3.42842		416.906
		5548		55.356		2.59466		420.336		-3.42847		416.907
		5549		55.366		2.59467		420.337		-3.42852		416.908
		5550		55.376		2.59468		420.338		-3.42856		416.91
		5551		55.386		2.59469		420.34		-3.42861		416.911
		5552		55.3959		2.5947		420.341		-3.42865		416.913
		5553		55.4059		2.59471		420.343		-3.4287		416.914
		5554		55.4159		2.59472		420.344		-3.42875		416.915
		5555		55.4259		2.59473		420.345		-3.42879		416.917
		5556		55.4358		2.59473		420.347		-3.42884		416.918
		5557		55.4458		2.59474		420.348		-3.42889		416.919
		5558		55.4558		2.59475		420.35		-3.42893		416.921
		5559		55.4658		2.59476		420.351		-3.42898		416.922
		5560		55.4758		2.59477		420.353		-3.42903		416.924
		5561		55.4857		2.59478		420.354		-3.42907		416.925
		5562		55.4957		2.59479		420.355		-3.42912		416.926
		5563		55.5057		2.5948		420.357		-3.42917		416.928
		5564		55.5157		2.5948		420.358		-3.42921		416.929
		5565		55.5256		2.59481		420.36		-3.42926		416.93
		5566		55.5356		2.59482		420.361		-3.42931		416.932
		5567		55.5456		2.59483		420.363		-3.42935		416.933
		5568		55.5556		2.59484		420.364		-3.4294		416.935
		5569		55.5656		2.59485		420.365		-3.42945		416.936
		5570		55.5755		2.59486		420.367		-3.42949		416.937
		5571		55.5855		2.59487		420.368		-3.42954		416.939
		5572		55.5955		2.59488		420.37		-3.42959		416.94
		5573		55.6055		2.59488		420.371		-3.42963		416.942
		5574		55.6154		2.59489		420.373		-3.42968		416.943
		5575		55.6254		2.5949		420.374		-3.42973		416.944
		5576		55.6354		2.59491		420.376		-3.42978		416.946
		5577		55.6454		2.59492		420.377		-3.42982		416.947
		5578		55.6554		2.59493		420.378		-3.42987		416.949
		5579		55.6653		2.59494		420.38		-3.42992		416.95
		5580		55.6753		2.59495		420.381		-3.42996		416.951
		5581		55.6853		2.59496		420.383		-3.43001		416.953
		5582		55.6953		2.59497		420.384		-3.43006		416.954
		5583		55.7052		2.59497		420.386		-3.43011		416.956
		5584		55.7152		2.59498		420.387		-3.43015		416.957
		5585		55.7252		2.59499		420.389		-3.4302		416.959
		5586		55.7352		2.595		420.39		-3.43025		416.96
		5587		55.7452		2.59501		420.392		-3.4303		416.961
		5588		55.7551		2.59502		420.393		-3.43034		416.963
		5589		55.7651		2.59503		420.395		-3.43039		416.964
		5590		55.7751		2.59504		420.396		-3.43044		416.966
		5591		55.7851		2.59505		420.398		-3.43049		416.967
		5592		55.795		2.59506		420.399		-3.43054		416.968
		5593		55.805		2.59506		420.4		-3.43058		416.97
		5594		55.815		2.59507		420.402		-3.43063		416.971
		5595		55.825		2.59508		420.403		-3.43068		416.973
		5596		55.8349		2.59509		420.405		-3.43073		416.974
		5597		55.8449		2.5951		420.406		-3.43077		416.976
		5598		55.8549		2.59511		420.408		-3.43082		416.977
		5599		55.8649		2.59512		420.409		-3.43087		416.979
		5600		55.8749		2.59513		420.411		-3.43092		416.98
		5601		55.8848		2.59514		420.412		-3.43097		416.981
		5601		55.8848		2.59514		420.412		-3.43097		416.981
		5602		55.8948		2.59515		420.414		-3.43102		416.983
		5603		55.9048		2.59516		420.415		-3.43106		416.984
		5604		55.9148		2.59517		420.417		-3.43111		416.986
		5605		55.9247		2.59518		420.418		-3.43116		416.987
		5606		55.9347		2.59518		420.42		-3.43121		416.989
		5607		55.9447		2.59519		420.421		-3.43126		416.99
		5608		55.9547		2.5952		420.423		-3.4313		416.992
		5609		55.9647		2.59521		420.424		-3.43135		416.993
		5610		55.9746		2.59522		420.426		-3.4314		416.994
		5611		55.9846		2.59523		420.427		-3.43145		416.996
		5612		55.9946		2.59524		420.429		-3.4315		416.997
		5613		56.0046		2.59525		420.43		-3.43155		416.999
		5614		56.0145		2.59526		420.432		-3.4316		417
		5615		56.0245		2.59527		420.433		-3.43164		417.002
		5616		56.0345		2.59528		420.435		-3.43169		417.003
		5617		56.0445		2.59529		420.436		-3.43174		417.005
		5618		56.0545		2.5953		420.438		-3.43179		417.006
		5619		56.0644		2.59531		420.439		-3.43184		417.008
		5620		56.0744		2.59531		420.441		-3.43189		417.009
		5621		56.0844		2.59532		420.443		-3.43194		417.011
		5622		56.0944		2.59533		420.444		-3.43199		417.012
		5623		56.1043		2.59534		420.446		-3.43204		417.014
		5624		56.1143		2.59535		420.447		-3.43208		417.015
		5625		56.1243		2.59536		420.449		-3.43213		417.016
		5626		56.1343		2.59537		420.45		-3.43218		417.018
		5627		56.1443		2.59538		420.452		-3.43223		417.019
		5628		56.1542		2.59539		420.453		-3.43228		417.021
		5629		56.1642		2.5954		420.455		-3.43233		417.022
		5630		56.1742		2.59541		420.456		-3.43238		417.024
		5631		56.1842		2.59542		420.458		-3.43243		417.025
		5632		56.1941		2.59543		420.459		-3.43248		417.027
		5633		56.2041		2.59544		420.461		-3.43253		417.028
		5634		56.2141		2.59545		420.462		-3.43258		417.03
		5635		56.2241		2.59546		420.464		-3.43263		417.031
		5636		56.2341		2.59547		420.466		-3.43268		417.033
		5637		56.244		2.59548		420.467		-3.43273		417.034
		5638		56.254		2.59549		420.469		-3.43277		417.036
		5639		56.264		2.59549		420.47		-3.43282		417.037
		5640		56.274		2.5955		420.472		-3.43287		417.039
		5641		56.2839		2.59551		420.473		-3.43292		417.04
		5642		56.2939		2.59552		420.475		-3.43297		417.042
		5643		56.3039		2.59553		420.476		-3.43302		417.043
		5644		56.3139		2.59554		420.478		-3.43307		417.045
		5645		56.3239		2.59555		420.48		-3.43312		417.046
		5646		56.3338		2.59556		420.481		-3.43317		417.048
		5647		56.3438		2.59557		420.483		-3.43322		417.049
		5648		56.3538		2.59558		420.484		-3.43327		417.051
		5649		56.3638		2.59559		420.486		-3.43332		417.052
		5650		56.3737		2.5956		420.487		-3.43337		417.054
		5651		56.3837		2.59561		420.489		-3.43342		417.055
		5652		56.3937		2.59562		420.49		-3.43347		417.057
		5653		56.4037		2.59563		420.492		-3.43352		417.059
		5654		56.4137		2.59564		420.494		-3.43357		417.06
		5655		56.4236		2.59565		420.495		-3.43362		417.062
		5656		56.4336		2.59566		420.497		-3.43367		417.063
		5657		56.4436		2.59567		420.498		-3.43372		417.065
		5658		56.4536		2.59568		420.5		-3.43378		417.066
		5659		56.4635		2.59569		420.502		-3.43383		417.068
		5660		56.4735		2.5957		420.503		-3.43388		417.069
		5661		56.4835		2.59571		420.505		-3.43393		417.071
		5662		56.4935		2.59572		420.506		-3.43398		417.072
		5663		56.5035		2.59573		420.508		-3.43403		417.074
		5664		56.5134		2.59574		420.509		-3.43408		417.075
		5665		56.5234		2.59575		420.511		-3.43413		417.077
		5666		56.5334		2.59576		420.513		-3.43418		417.078
		5667		56.5434		2.59577		420.514		-3.43423		417.08
		5668		56.5533		2.59578		420.516		-3.43428		417.082
		5669		56.5633		2.59579		420.517		-3.43433		417.083
		5670		56.5733		2.5958		420.519		-3.43438		417.085
		5671		56.5833		2.59581		420.521		-3.43443		417.086
		5672		56.5933		2.59582		420.522		-3.43448		417.088
		5673		56.6032		2.59583		420.524		-3.43454		417.089
		5674		56.6132		2.59584		420.525		-3.43459		417.091
		5675		56.6232		2.59585		420.527		-3.43464		417.092
		5676		56.6332		2.59586		420.529		-3.43469		417.094
		5677		56.6431		2.59587		420.53		-3.43474		417.096
		5678		56.6531		2.59588		420.532		-3.43479		417.097
		5679		56.6631		2.59589		420.534		-3.43484		417.099
		5680		56.6731		2.5959		420.535		-3.43489		417.1
		5681		56.683		2.59591		420.537		-3.43495		417.102
		5682		56.693		2.59592		420.538		-3.435		417.103
		5683		56.703		2.59593		420.54		-3.43505		417.105
		5684		56.713		2.59594		420.542		-3.4351		417.106
		5685		56.723		2.59595		420.543		-3.43515		417.108
		5686		56.7329		2.59596		420.545		-3.4352		417.11
		5687		56.7429		2.59597		420.546		-3.43525		417.111
		5688		56.7529		2.59598		420.548		-3.43531		417.113
		5689		56.7629		2.59599		420.55		-3.43536		417.114
		5690		56.7728		2.596		420.551		-3.43541		417.116
		5691		56.7828		2.59601		420.553		-3.43546		417.118
		5692		56.7928		2.59602		420.555		-3.43551		417.119
		5693		56.8028		2.59603		420.556		-3.43556		417.121
		5694		56.8128		2.59604		420.558		-3.43562		417.122
		5695		56.8227		2.59605		420.56		-3.43567		417.124
		5696		56.8327		2.59606		420.561		-3.43572		417.125
		5697		56.8427		2.59607		420.563		-3.43577		417.127
		5698		56.8527		2.59608		420.564		-3.43582		417.129
		5699		56.8626		2.59609		420.566		-3.43588		417.13
		5700		56.8726		2.5961		420.568		-3.43593		417.132
		5701		56.8826		2.59611		420.569		-3.43598		417.133
		5701		56.8826		2.59611		420.569		-3.43598		417.133
		5702		56.8926		2.59612		420.571		-3.43603		417.135
		5703		56.9026		2.59613		420.573		-3.43609		417.137
		5704		56.9125		2.59614		420.574		-3.43614		417.138
		5705		56.9225		2.59615		420.576		-3.43619		417.14
		5706		56.9325		2.59616		420.578		-3.43624		417.141
		5707		56.9425		2.59617		420.579		-3.43629		417.143
		5708		56.9524		2.59618		420.581		-3.43635		417.145
		5709		56.9624		2.59619		420.583		-3.4364		417.146
		5710		56.9724		2.5962		420.584		-3.43645		417.148
		5711		56.9824		2.59621		420.586		-3.4365		417.149
		5712		56.9924		2.59622		420.588		-3.43656		417.151
		5713		57.0023		2.59623		420.589		-3.43661		417.153
		5714		57.0123		2.59624		420.591		-3.43666		417.154
		5715		57.0223		2.59625		420.593		-3.43672		417.156
		5716		57.0323		2.59626		420.594		-3.43677		417.158
		5717		57.0422		2.59627		420.596		-3.43682		417.159
		5718		57.0522		2.59628		420.598		-3.43687		417.161
		5719		57.0622		2.59629		420.599		-3.43693		417.162
		5720		57.0722		2.5963		420.601		-3.43698		417.164
		5721		57.0822		2.59631		420.603		-3.43703		417.166
		5722		57.0921		2.59632		420.604		-3.43709		417.167
		5723		57.1021		2.59633		420.606		-3.43714		417.169
		5724		57.1121		2.59634		420.608		-3.43719		417.171
		5725		57.1221		2.59635		420.609		-3.43725		417.172
